Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,5232932,4111901,1687092,414798,3154204
murshidabad,7968110,5271011,2266147,782316,4957201
bankura,3863200,2598703,900094,594241,2384768
maldah,4477141,2730276,1104756,570711,2811640
kochbihar,3045026,2200010,976435,261052,1808281
birbhum,3831573,2628938,965283,514832,2361235
medinipur,0,0,0,0,0
kolkata,4451595,3717734,1548668,364734,2612467
uttardinajpur,3407367,1984664,896702,272865,2242294
jalpaiguri,4186693,3032115,1238349,419066,2532517
northtwentyfourparganas,10716264,8643832,3348476,635320,6752709
dakshindinajpur,1789561,1300650,562706,201525,1026647
puruliya,3195015,1966489,594904,751587,1867835
darjiling,2005944,1543261,568138,204888,1244036
southtwentyfourparganas,9022134,6652454,2228598,1321785,5546456
nadia,5537761,4104264,1722107,271793,3544369
hugli,5826857,4602600,1837375,518163,3481602
barddhaman,8257114,5992618,2342715,893907,5037542
