Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kupwara,821092,387074,123812,101712,594178
leh(ladakh),130064,88004,52865,18224,58547
anantnag,1096820,527970,191222,193859,705851
udhampur,588412,326462,167669,96537,323477
srinagar,1229874,725772,330476,71582,827254
badgam,727030,310165,135954,80791,508536
baramula,1038490,523948,202228,112913,721784
kargil,136213,80414,30613,21678,83178
kathua,602553,371256,146455,54467,400642
doda,455182,229177,94941,80742,277856
jammu,1541543,1123499,415051,97386,1029039
pulwama,577768,291426,107136,83475,384720
punch,453885,236113,75725,92895,279251
rajauri,0,0,0,0,0
