Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1164964,871332,333934,53857,777323
yamunanagar,1271351,901320,358768,48642,864761
panchkula,592595,444589,193879,28755,370146
rewari,945290,689854,265694,77932,609117
jind,1380771,908657,390090,134074,859269
sirsa,1354122,859015,410386,100334,845501
bhiwani,1703079,1163059,452004,175346,1078852
kurukshetra,1010824,701025,297436,48966,665537
faridabad,1708020,1273621,465393,67181,1181546
mahendragarh,957753,684639,214767,120492,626388
panipat,1287654,871253,355640,68077,869103
rohtak,1100480,801591,289166,50971,766017
kaithal,1116040,710274,297786,77882,743452
karnal,1582520,1066562,430018,105930,1047038
gurgaon,1473226,1210679,494495,41696,952153
jhajjar,983237,722594,238173,72311,681393
fatehabad,987067,619658,294091,77957,618806
hisar,1811240,1211903,535627,164060,1113524
sonipat,1505566,1071699,400846,122713,985176
