Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kupwara,845364,412527,123824,103454,617284
leh(ladakh),131764,90841,54954,18088,58477
anantnag,1087718,536679,183869,203149,697378
udhampur,571454,324401,159874,93846,317337
srinagar,1233347,737089,330511,74068,828446
badgam,740267,322656,133964,81820,523488
baramula,1023151,534443,194963,114565,712755
kargil,138488,83274,29765,22296,86005
kathua,609454,380124,144639,56004,408250
doda,431967,224073,86810,76528,267756
jammu,1535740,1130296,412691,97831,1025180
pulwama,569038,292689,102626,86731,378316
punch,465218,248589,74475,90489,296795
rajauri,0,0,0,0,0
