Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kinnaur,84120,60699,46781,9491,27848
kullu,437902,307672,193875,75207,168819
una,521172,399715,134481,80863,305826
shimla,814009,612641,311770,119155,383084
lahul&spiti,31564,21845,15189,4105,12269
chamba,519080,323841,119632,174402,225044
kangra,1510075,1152640,313915,361255,834904
bilaspur,381955,287619,103406,102465,176084
sirmaur,529855,362645,193905,86177,249772
solan,580319,428577,219235,79502,281582
mandi,999776,723746,284153,288516,427105
hamirpur,454767,358091,126153,115778,212837
