Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
medak,2994849,1583205,1181205,245366,1568193
vizianagaram,2334773,1211885,949050,209841,1174868
chittoor,4129129,2614177,1647879,266068,2214598
eastgodavari,5128432,3237000,1734304,343494,3050525
nizamabad,2529983,1350711,1047242,203299,1279441
guntur,4843805,2905647,2081395,279507,2482033
anantapur,4034780,2250664,1657546,351142,2026004
cuddapah,0,0,0,0,0
srikakulam,2686087,1464971,929465,351689,1404925
warangal,3484962,2012466,1424810,265885,1793784
khammam,2774717,1589772,1196943,195250,1381939
westgodavari,3923413,2632365,1522958,240280,2159955
mahbubnagar,3995590,1866927,1779199,273473,1940565
hyderabad,3931816,2865343,1089529,278895,2547463
karimnagar,3746811,2145018,1576653,282883,1887226
krishna,4483307,2959076,1727233,299899,2456009
prakasam,3362029,1863455,1447023,236422,1678511
visakhapatnam,4242399,2505109,1462570,395916,2383021
nalgonda,3463943,1956228,1473853,251789,1737501
rangareddi,0,0,0,0,0
kurnool,3997742,2066423,1729962,269045,1998678
adilabad,2714796,1441240,1049937,252159,1412199
nellore,0,0,0,0,0
