Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
medak,3316532,2069759,1300474,256315,1760956
vizianagaram,2413516,1440863,982885,172386,1271309
chittoor,4502598,3075973,1832086,246240,2432290
eastgodavari,5339032,3673373,1847935,360406,3132180
nizamabad,2705926,1697088,1119091,218255,1368583
guntur,5207268,3374041,2289406,247552,2681990
anantapur,4420985,2780766,1842893,396463,2182893
cuddapah,0,0,0,0,0
srikakulam,2825361,1726673,985099,370972,1469389
warangal,3712097,2473420,1569989,247072,1901613
khammam,2961198,1943814,1357011,186931,1425473
westgodavari,4033156,2796883,1614959,229812,2191342
mahbubnagar,4478883,2544945,2092525,224819,2193615
hyderabad,4024820,3086996,1143059,781169,2411259
karimnagar,3989059,2692351,1689223,312830,1987688
krishna,4763400,3389326,1874402,333459,2557881
prakasam,3656049,2217666,1584279,241561,1831223
visakhapatnam,4643594,3057104,1617891,510915,2528261
nalgonda,3667935,2344617,1637844,225000,1815924
rangareddi,0,0,0,0,0
kurnool,4465867,2605359,1963113,292794,2210795
adilabad,2933689,1814628,1189634,295487,1455755
nellore,0,0,0,0,0
