Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dibangvalley,11882,6405,3896,1323,6602
westkameng,81988,46107,33482,7232,41207
uppersiang,34919,17121,14694,2766,17382
changlang,143355,68154,50443,11922,80850
westsiang,110550,61780,41691,6189,62637
tirap,109541,44623,44170,5773,59534
lohit,145283,78951,50812,10006,84457
papumpare,163988,108483,48305,12119,103254
eastkameng,73821,33157,26365,4031,43295
lowersubansiri,85871,49817,25066,7611,52830
tawang,47540,23447,23016,4017,20496
eastsiang,96729,58185,32648,6109,57924
uppersubansiri,76868,39325,24711,5407,46050
