Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
medak,3111651,1750574,1224592,249416,1637874
vizianagaram,2363996,1293144,961599,194926,1210145
chittoor,4265404,2778611,1714680,258452,2293850
eastgodavari,5206415,3394209,1776073,349741,3080893
nizamabad,2594579,1471434,1073628,208783,1312168
guntur,4977031,3073146,2157087,267067,2555207
anantapur,4175486,2436440,1724760,367496,2083471
cuddapah,0,0,0,0,0
srikakulam,2737491,1558106,949949,358800,1428761
warangal,3568461,2174288,1477608,258668,1833484
khammam,2843230,1714272,1254628,192088,1398107
westgodavari,3964212,2692893,1556828,236300,2171672
mahbubnagar,4170391,2096930,1890784,254103,2031844
hyderabad,3966437,2946533,1109302,410374,2495508
karimnagar,3835880,2335844,1617960,293762,1924290
krishna,4586358,3113616,1781016,312068,2493727
prakasam,3469408,1989117,1497042,238336,1734225
visakhapatnam,4388616,2699342,1518986,435645,2436482
nalgonda,3539076,2093699,1533332,241389,1766505
rangareddi,0,0,0,0,0
kurnool,4167244,2254044,1813958,277716,2075726
adilabad,2794898,1571287,1100290,267607,1428378
nellore,0,0,0,0,0
