Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
durg,3229642,2191045,1154164,268483,1805330
korba,1164885,695667,340125,161468,663118
jashpur,828768,473603,285216,182178,360417
dantewada,0,0,0,0,0
rajnandgaon,1482619,968248,588375,173447,715133
bastar,1391220,610294,397278,320690,672623
raigarh,1445210,906532,473526,197885,773668
surguja,2276660,1117080,619033,497506,1157858
bilaspur,2514858,1467689,782997,340380,1390033
raipur,3828820,2413881,1193023,451318,2182925
kanker,0,0,0,0,0
koriya,643713,377646,174778,125879,342269
dhamtari,780208,524025,320716,70872,387552
mahasamund,995687,603886,332420,147526,515297
janjgirchampa,1554156,951224,451340,324470,766787
kawardha,0,0,0,0,0
