Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
durg,3584594,2545616,1319358,338385,1933457
korba,1294693,867405,371616,191352,732407
jashpur,899386,542097,304011,226906,372218
dantewada,0,0,0,0,0
rajnandgaon,1652247,1093697,611419,282749,782890
bastar,1458202,740269,389959,354888,715643
raigarh,1596524,1048697,508395,220945,867684
surguja,2535574,1343432,629761,612515,1302127
bilaspur,2988093,1889240,921117,461119,1612105
raipur,4578149,3121122,1402560,608270,2574054
kanker,0,0,0,0,0
koriya,690409,441467,169664,151893,371809
dhamtari,840412,595468,366710,61302,416233
mahasamund,1111077,711993,358203,182810,571837
janjgirchampa,1759218,1171565,483724,540263,786311
kawardha,0,0,0,0,0
