Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
durg,3173999,2136950,1128717,258326,1784816
korba,1144552,670551,335142,156963,652225
jashpur,817549,463060,282199,175633,358487
dantewada,0,0,0,0,0
rajnandgaon,1456091,948786,584620,159881,704424
bastar,1380360,590968,398512,315319,665708
raigarh,1421424,884786,467951,194283,759020
surguja,2236155,1083251,617263,480557,1135418
bilaspur,2443618,1407209,762081,323585,1356117
raipur,3716443,2312687,1161280,429419,2123777
kanker,0,0,0,0,0
koriya,636243,367945,175645,121999,337579
dhamtari,770602,512981,313631,72606,382967
mahasamund,977656,587537,328307,142347,506433
janjgirchampa,1522382,918760,446158,298037,763581
kawardha,0,0,0,0,0
