Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
sitamarhi,3260609,1283617,745572,299090,2203496
madhepura,1896171,731417,453973,297000,1136103
jamui,1681283,763127,434248,264502,981925
samastipur,4072096,1911780,894239,383164,2787989
kishanganj,1603008,626607,379365,120206,1098458
jehanabad,1194158,629553,279201,121441,791836
khagaria,1581214,678794,311498,223865,1040063
purbachamparan,4842922,1991243,1110502,511271,3206313
nalanda,2768214,1402145,732573,280798,1752642
pashchimchamparan,3737947,1549612,805967,583396,2330570
patna,5595017,3229876,1326592,447391,3813930
kaimur(bhabua),1552508,833794,290079,202711,1055314
bhojpur,2623606,1476496,507925,272570,1837915
rohtas,2850253,1661130,542896,335751,1964638
lakhisarai,957581,457755,206512,109953,637595
saran,3799997,1963659,564038,419277,2798383
nawada,2130442,992327,508393,272705,1344150
muzaffarpur,4568776,2245756,907390,525948,3112450
gopalganj,2474338,1244553,381820,315107,1764146
bhagalpur,2903489,1426804,543140,407239,1946167
gaya,4190207,2082498,1004524,555223,2611629
saharsa,1814740,721494,372498,260508,1175915
aurangabad,2424644,1335787,479504,316550,1623240
sheohar,625427,247870,136901,63859,421352
buxar,1640699,907757,323780,181882,1130990
purnia,3105756,1171430,777577,317626,2000742
siwan,3196958,1730484,471600,403591,2308823
darbhanga,3799777,1662917,737273,435623,2617908
munger,1318323,744756,233459,168632,912463
madhubani,4288014,1915765,1031510,511921,2741908
araria,2666820,1038103,688436,328297,1644019
vaishali,3323710,1721832,696679,294757,2325524
banka,1941377,861760,380196,356255,1199094
katihar,2921477,1119653,666932,319957,1929984
begusarai,2834383,1388265,587705,301993,1938218
supaul,2119524,896857,482916,352405,1273512
sheikhpura,612445,298194,148695,68249,394136
