Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,940,234","1,058,433","1,417,875","1,640,834","1,616,065","901,874","34,657","90,045","49,778","40,267","1,038,566","643,667","1,375,538","1,465,583","63,164","54,025","1,464,513","26,463","450,185","1,336,167",924,"35,314","10,489","3,770","299,868","303,638","345,525","29,423","5,241,729","56,303,990","1,031,612","1,533,793","1,526,917","1,467,739","1,467,958","1,414,862","1,384,559",235,"107,733","198,255","17,433"
Ajmer,"84,681","42,636","56,883","65,011","80,055","56,131","2,108","1,288",122,"1,166","47,239","22,806","59,822","61,110","5,905","2,927","60,412","1,580","17,017","55,600",922,"1,911",344,157,"12,073","12,230","10,108","1,104","133,202","1,164,620","47,714","69,222","59,362","57,027","54,760","54,206","51,121",0,"10,532","27,263","1,075"
Alwar,"104,016","44,468","64,175","83,083","54,166","23,862","1,468","6,838","2,251","4,587","50,964","31,541","65,265","72,103","2,191","2,884","72,526","1,250","27,472","62,908",933,"2,082",701,270,"16,536","16,806","16,638","3,105","261,961","2,720,327","35,574","65,609","75,947","72,285","71,113","68,586","66,082",0,"4,509","2,622",677
Banswara,"57,634","26,792","43,654","55,803","40,322","38,044",848,"1,780",837,943,"41,936","33,419","43,823","45,603","2,718",19,"44,535","1,347","17,785","42,998",972,"1,062",244,27,"8,258","8,285","11,887",53,"109,366","1,107,911","36,827","44,177","46,570","45,816","45,995","42,245","41,906",0,"5,735","12,502","1,530"
Baran,"37,669","20,034","27,276","28,411","36,201","15,946",813,146,91,55,"23,999","13,601","25,160","25,306",947,190,"24,934",488,"16,532","24,636",950,393,226,20,"6,155","6,175","4,235",5,"115,812","1,311,039","23,022","23,877","25,849","24,676","24,601","24,002","23,937",16,"2,743","2,601",482
Barmer,"70,203","42,008","54,086","73,408","67,520","21,705",421,"13,611","11,102","2,509","41,650","12,781","48,736","62,347",240,917,"62,687","1,337","9,194","55,572",934,976,21,39,"8,744","8,783","12,823",0,"386,076","4,277,153","26,988","61,275","63,157","59,909","59,762","58,592","57,849",3,"1,412",907,297
Bharatpur,"67,509","41,591","50,474","63,762","52,762","14,137",406,"5,149","4,827",322,"47,741","27,121","54,551","59,700","1,611","2,766","60,270",628,"40,593","54,172",920,727,331,20,"10,138","10,158","14,048",814,"302,225","3,592,865","45,499","55,553","57,845","56,134","57,007","52,284","51,398",20,"4,903","4,248",556
Bhilwara,"64,459","47,926","53,946","54,009","53,878","36,399",844,"1,122",569,553,"37,126","26,751","44,260","45,382",851,815,"44,900",907,"12,244","40,009",935,816,401,98,"9,520","9,618","16,073",392,"162,725","1,677,176","30,108","49,016","49,439","48,558","49,044","48,670","47,990",0,"3,326","6,228",806
Bikaner,"71,962","33,151","51,397","62,642","54,028","32,992",593,"9,182","3,544","5,638","36,073","20,217","45,908","55,090","2,819","1,068","54,626","1,125","11,226","52,750",895,254,13,197,"9,866","10,063","12,546",692,"140,829","1,627,790","28,223","59,854","59,886","55,532","54,655","54,525","53,239",0,"1,261","3,003",220
Bundi,"26,196","17,812","21,507","25,057","27,440","17,827","1,323",65,33,32,"20,314","10,959","21,172","21,237",319,202,"20,912",439,"5,465","19,395",940,453,128,23,"5,794","5,817","5,842",0,"110,642","915,291","19,190","20,524","23,647","23,249","23,707","22,821","21,971",6,774,632,304
Chittaurgarh,"33,680","22,341","28,361","32,944","29,692","26,521",908,893,293,600,"25,378","15,110","27,846","28,739","1,718",51,"28,298",729,"16,370","25,184",903,"1,604",279,163,"5,237","5,400","9,572",0,"159,147","1,584,862","21,814","28,624","29,503","29,635","30,485","28,587","28,587",10,"3,897","3,512",376
Churu,"50,228","37,617","41,473","48,118","51,766","24,886","1,134","1,270",194,"1,076","29,082","15,902","36,708","37,978",345,621,"38,067",532,"3,681","35,959",942,803,386,596,"8,427","9,023","12,485",0,"161,918","1,775,855","20,471","43,539","45,763","44,358","43,899","42,217","42,161",0,"2,675","5,194",230
Dausa,"34,022","15,800","21,631","31,555","30,952","19,049",833,"1,611","1,149",462,"20,265","12,925","31,795","33,406",14,554,"33,288",511,"4,956","31,978",930,404,116,10,"8,445","8,455","7,502",136,"157,269","1,905,102","27,923","29,112","34,755","32,964","32,677","32,141","32,129",1,347,584,181
Dhaulpur,"32,558","16,478","19,784","31,299","27,277","7,646",299,"1,560",459,"1,101","27,507","20,281","27,507","29,067",658,0,"28,914",556,"3,552","28,769",954,289,65,14,"4,839","4,853","7,015",0,"83,304","891,016","24,119","28,388","28,835","27,899","27,957","25,975","25,085",11,"1,392","1,817",382
