Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"225,294","121,873","171,444","199,355","197,538","91,080","4,746","40,774","18,705","22,069","92,425","51,014","118,037","158,811","9,182","3,964","157,134","2,529","15,273","138,749",907,"10,180","7,480","1,210","23,139","24,349","91,327",184.0,"359,781","5,979,752","121,624","194,268","194,332","200,348","201,256","186,112","178,484",76,"21,821","28,871",385.0
Almora,"12,465","5,969","8,150","9,423","11,402","3,957",114,"3,092","2,015","1,077","5,372","3,760","5,835","8,927",367,268,"8,762",172,867,"7,955",909,477,344,248,"1,713","1,961","6,756",12.0,"26,375","458,651","7,459","9,921","9,575","9,831","10,210","9,679","9,568",14,767,983,10.0
Bageshwar,"4,525","2,787","4,326","4,462","4,081",380,1,"1,525","1,257",268,"2,114","1,690","2,114","3,639",13,,"3,611",37,130,"3,570",892,597,597,137,770,907,"2,781",,"8,700","98,171","2,120","4,533","4,476","4,556","4,554","4,990","4,990",0,229,188,5.0
Chamoli,"7,634","4,843","6,476","7,429","6,770",611,0,"2,376","1,839",537,"3,807","3,209","3,807","6,183",200,,"6,120",80,281,"5,929",864,143,103,109,"1,479","1,588","4,382",,"20,303","319,598","5,101","7,087","7,145","7,524","7,766","7,024","6,357",0,848,548,21.0
Champawat,"4,835","2,282","4,099","4,566","4,331","1,348",84,900,598,302,"2,622","1,484","2,622","3,522",0,,"3,477",63,135,"3,443",941,243,209,15,727,742,"1,997",,"8,598","206,034","1,183","4,222","4,208","4,223","4,212","4,057","4,054",0,14,109,5.0
Dehradun,"44,232","31,367","39,748","40,582","40,760","38,256","1,080","2,814",193,"2,621","17,856","7,483","24,987","27,801","3,738","1,622","27,507",528,"5,564","24,323",915,"2,807","2,038",163,"3,325","3,488","16,023",172.0,"69,513","1,323,175","23,108","38,505","39,750","40,848","41,104","37,998","32,019",28,"7,612","5,885",233.0
Garhwal,"17,499","6,426","8,919","9,466","11,033","5,535",615,"2,490","1,453","1,037","7,458","5,830","7,874","10,364",825,,"10,227",198,"1,048","8,840",886,670,584,47,"1,855","1,902","6,013",,"24,001","506,937","8,478","11,658","10,601","11,067","11,375","10,690","13,145",0,"3,685","6,025",24.0
Hardwar,"42,915","19,121","29,807","36,572","35,902","15,796",813,"10,343","2,525","7,818","10,812",677,"20,618","30,961",597,"2,033","30,898",451,"3,034","23,400",883,888,633,99,"2,354","2,453","11,524",,"42,221","542,782","18,315","38,024","37,164","37,788","36,877","32,402","31,380",14,"1,542","2,700",24.0
Nainital,"19,608","12,451","16,460","18,092","18,055","5,273",467,"3,169","2,146","1,023","10,747","5,517","12,307","15,476","2,167",,"15,266",304,627,"14,924",936,"1,820","1,213",127,"1,966","2,093","8,663",,"33,806","494,726","10,618","16,639","17,229","17,036","16,795","16,450","15,871",0,"3,884","5,776",3.0
Pithoragarh,"8,856","6,033","7,985","9,117","8,516",642,66,"2,202","1,909",293,"5,626","4,257","5,916","8,118",309,41,"7,971",47,842,"7,661",898,442,390,31,"1,774","1,805","7,327",,"18,955","314,231","7,738","8,448","8,139","8,719","8,636","9,336","9,951",0,495,"2,941",20.0
Rudraprayag,"4,809","2,027","3,991","4,963","3,642","1,437",9,"1,443","1,155",288,"1,889","1,697","1,889","3,332",135,,"3,286",58,448,"3,124",928,50,50,7,918,925,"2,215",,"8,711","142,893","3,590","4,002","4,609","5,467","5,681","4,437","4,450",20,336,662,
Tehri Garhwal,"12,045","3,682","9,514","11,723","10,123","2,128",13,"3,238","1,005","2,233","4,046","3,821","4,046","7,284",18,,"7,216",108,417,"7,030",936,324,257,13,"1,833","1,846","7,017",,"28,749","418,457","6,813","10,196","11,796","12,986","13,391","11,387","11,380",0,109,167,4.0
Udham Singh Nagar,"39,246","22,882","26,876","36,345","38,181","7,872","1,397","5,729","2,472","3,257","16,625","9,848","22,571","28,300",749,0,"27,992",350,"1,370","23,945",908,"1,350",822,105,"3,127","3,232","14,317",0.0,"54,171","938,691","24,123","34,846","33,431","33,229","33,583","31,652","29,309",0,"1,645","1,409",14.0
