Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,135,923","1,022,716","1,109,183","1,110,283","749,245","1,235,703","29,122",899.0,213.0,686.0,"698,167","290,414","1,016,597","1,017,496","137,537","147,392","1,012,886","10,215","100,790","693,153",923,"82,293","25,178","1,360","321,918","323,278","362,903","16,249","116,277","6,725,206","1,007,276","1,008,843",,,,"1,033,116","998,573","11,391","251,370","1,210,890","9,897"
Ariyalur,"13,217","11,433","12,592","12,504","7,029","13,192",375,7.0,2.0,5.0,"8,320","1,208","11,443","11,450","2,523",644,"11,462",115,761,"8,740",910,"1,008",274,4,"2,929","2,933","4,958",,"1,146","58,460","11,314","11,307",,,,"11,186","9,830",70,"3,844","13,404",39
Chennai,"85,897","82,606","79,424","81,864","81,669","49,577",146,2.0,2.0,,"54,153","29,771","77,306","77,308","23,554","9,476","78,630",178,"2,705","30,718",929,"11,518","5,961",196,"27,558","27,754","38,536","4,530","8,511","646,651","77,530","77,530",,,,"79,130","78,952",8,987,931,533
Coimbatore,"52,556","44,354","49,184","50,978","35,176","52,215",593,47.0,3.0,44.0,"24,219","9,377","47,185","47,232","2,469","12,053","47,660",341,"3,298","31,189",944,"2,996",476,48,"13,110","13,158","15,138",604,"5,153","284,270","47,394","47,394",,,,"47,522","46,280",7,"5,309","14,922",569
Cuddalore,"39,559","37,432","35,934","38,280","35,647","45,372","1,250",13.0,2.0,11.0,"26,270","8,943","35,083","35,096","8,332","1,593","34,814",360,"3,410","28,991",852,"2,367",833,63,"10,630","10,693","18,264",265,"2,975","393,130","38,287","38,287",,,,"37,512","37,512",246,"18,418","47,722",300
Dharmapuri,"28,549","26,237","26,155","28,243","10,112","37,951",352,33.0,3.0,30.0,"20,706","11,879","26,228","26,261",658,"3,150","26,298",298,"3,531","20,491",900,"2,362",541,21,"8,651","8,672","14,142",258,"3,467","155,200","25,328","25,470",,,,"25,774","25,222",3,"2,680","15,747",508
Dindigul,"34,147","32,928","32,644","33,277","24,338","33,248","1,797",61.0,49.0,12.0,"20,713","19,207","30,651","30,712","3,328","5,459","30,606",406,"1,905","22,269",952,"2,449",410,44,"11,203","11,247","11,640","1,628","4,491","317,752","30,370","30,319",,,,"29,833","28,840",6,"10,485","33,549",386
Erode,"30,561","27,552","28,826","30,370","16,530","30,446","1,597",13.0,3.0,10.0,"16,597","5,277","27,586","27,599","4,091","10,142","27,639",233,"3,473","16,574",956,"2,737",299,37,"11,199","11,236","9,678",609,"2,594","168,370","26,202","27,108",,,,"27,090","26,393","1,223","10,685","17,185",133
Kancheepuram,"54,146","47,607","53,301","52,157","43,233","69,767",735,6.0,,6.0,"39,665","11,830","48,551","48,557","10,535","5,655","48,387",355,"4,104","32,872",913,"3,319",632,44,"15,509","15,553","11,246",102,"5,089","152,466","47,838","47,884",,,,"50,515","49,587",122,"11,397","76,716",446
Kanniyakumari,"25,552","22,370","22,950","24,714","34,119","22,779",108,5.0,,5.0,"8,065","3,399","23,191","23,196","2,402","10,937","23,224",117,"1,586","13,639",961,833,345,12,"10,762","10,774","5,444",262,"3,699","173,376","22,717","22,717",,,,"23,512","23,262",15,"6,240","11,705",179
