Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,966,304","1,347,372","1,505,271","1,547,895","1,444,167","1,109,275","2,749","340,820",285.0,"340,535","899,009","502,846","1,186,842","1,527,662","173,381","178,856","1,496,602","23,791","219,565","1,254,761",931,"70,417","17,275","5,669","207,505","213,174","107,168","3,717","8,536,409","25,621,201","1,177,808","1,618,853","1,498,672","1,457,825","1,452,696","1,428,236","1,357,083","20,178","231,379","300,773","19,636"
Bankura,"75,109","57,347","57,543","57,549","47,690","50,631",38,"6,167",2.0,"6,165","44,103","24,538","48,760","54,927","7,285","2,189","54,292","1,020","10,843","46,095",908,"3,340",3,"1,091","12,378","13,469","4,194",0,"857,408","3,030,017","51,331","59,877","55,864","55,361","54,695","53,752","52,530",259,"5,928","20,877",862
Bardhaman,"157,643","101,865","116,708","112,351","79,657","72,098",163,"11,112",13.0,"11,099","69,586","49,964","141,709","152,821","13,662","46,996","148,766","2,232","22,166","140,828",871,"4,909",214,50,"21,725","21,775","8,461",162,"746,853","2,413,330","95,517","139,166","120,029","116,602","116,729","115,061","107,499","1,745","26,304","14,526","1,969"
Birbhum,"74,945","61,888","56,804","66,033","51,587","36,041",133,"12,984",0.0,"12,984","45,826","37,964","50,168","63,152","3,707","2,945","62,137","1,015","9,980","57,649",979,"2,158",327,7,"11,979","11,986","2,039",4,"410,196","961,594","51,698","70,239","62,378","60,004","59,314","58,291","55,814",632,"6,304","6,647","1,036"
Dakshin Dinajpur,"35,308","27,944","29,470","30,235","33,572","29,850",49,"6,549",0.0,"6,549","19,388","15,982","20,569","27,118","2,462","1,044","26,698",461,"4,099","24,163",931,"3,332",918,26,"2,724","2,750","1,739",,"246,005","709,017","21,794","27,888","28,322","27,386","27,130","26,867","26,108",692,"7,183","1,409",351
Darjeeling,"36,431","18,863","24,528","25,759","25,252","16,676",46,"1,745",59.0,"1,686","24,882","9,990","30,252","31,997","5,868","3,988","32,239",547,"4,042","23,089",941,561,493,9,"2,085","2,094","1,976",,"79,326","531,346","32,060","38,831","29,526","29,218","28,999","30,345","23,479",464,"11,047","15,996",120
Haora,"90,685","58,371","69,605","71,680","68,761","42,628",195,"5,884",1.0,"5,883","27,649","9,063","48,657","54,541","4,365","13,292","54,187",543,"7,925","50,365",949,"2,455",985,141,"7,144","7,285","7,334",261,"645,952","1,679,402","46,424","65,623","66,415","64,334","64,804","64,206","61,067",743,"10,065","15,048",531
Hooghly,"108,862","77,862","87,008","84,022","87,047","59,508",57,"4,303",12.0,"4,291","59,020","17,943","80,380","84,683","22,551","15,459","66,006",789,"9,690","61,602",947,"3,236","2,278",155,"19,583","19,738","7,938",33,"600,921","1,334,182","63,839","83,893","77,717","76,094","76,858","73,496","70,798",202,"11,819","32,193",596
Jalpaiguri,"74,278","52,655","55,452","63,455","59,050","71,514",359,"10,718",0.0,"10,718","37,805","19,186","44,044","54,762","4,055","4,473","54,347",970,"7,648","47,349",934,"3,220",990,786,"7,295","8,081","7,483",286,"282,159","1,275,652","47,938","65,941","61,576","60,867","61,259","60,448","55,167",8,"6,752","6,450",607
Koch Bihar,"56,672","39,775","48,178","51,646","42,308","44,319",282,"13,371",0.0,"13,371","30,968","25,842","39,153","52,524","3,040","7,149","51,832",956,"7,634","47,071",939,"3,126",156,111,"10,444","10,555","5,786",,"408,042","927,468","35,127","54,131","51,212","49,811","49,067","49,439","46,460",5,"3,504","10,597",787
