Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,043,510","971,553","919,385","174,390","963,695","2,880,089","24,766",206,71,135,"430,857","6,163","942,663","942,869","193,210","224,752","942,471","5,946","120,464","717,955",952,"33,586","37,191",956,"257,123","258,079","325,002","9,331","455,118","5,707,744","940,445","937,391",73.0,22.0,434.0,"3,198","941,886",332,"720,399","2,327,574","9,599"
Ariyalur,"12,130","11,418","10,688","3,134","9,767","27,724",296,0,0,0,"5,167",,"10,567","10,567","2,644","1,991","10,598",25,"1,232","7,981",943,504,383,12,"2,615","2,627","4,570",0,"1,900","63,995","10,598","10,598",0.0,0.0,0.0,8,"11,208",0,"5,525","27,155",118
Chennai,"93,939","84,227","94,085","1,182","88,454","186,162","1,771",0,0,0,"43,514","4,149","96,650","96,650","17,448","20,363","96,628",382,"8,516","96,373",975,"2,171","4,399",272,"22,662","22,934","41,959","2,099","36,618","494,687","96,577","96,540",0.0,0.0,0.0,722,"85,161",2,"76,868","102,721","1,099"
Coimbatore,"55,301","51,374","50,082","5,894","61,330","64,803",620,0,0,0,"35,566",,"50,965","50,965","6,788","16,543","51,189",131,"2,695","32,846",952,751,"1,297",16,"11,584","11,600","11,422",471,"22,480","253,738","50,502","50,502",0.0,0.0,0.0,727,"48,046",22,"31,171","146,370",226
Cuddalore,"34,920","33,320","30,514","1,206","37,272","79,465",798,0,0,0,"16,054",,"30,990","30,990","6,719","7,671","31,071",44,"2,041","20,845",981,394,842,20,"7,260","7,280","8,035",167,"15,064","350,001","28,964","28,960",0.0,0.0,0.0,595,"32,268",51,"11,924","106,413",104
Dharmapuri,"25,992","25,225","22,294","7,555","25,246","90,212",190,3,0,3,"8,958",0,"25,256","25,259","5,378","5,176","25,083",356,"4,011","16,415",913,642,786,9,"6,866","6,875","8,280",180,"5,037","59,210","25,083","25,083",0.0,0.0,0.0,99,"23,183",0,"13,760","55,502",240
Dindigul,"28,261","27,257","25,604","7,156","26,198","109,586","1,051",2,1,1,"11,634",,"26,270","26,272","4,346","6,624","26,279",143,"3,816","19,211",950,784,"1,303",17,"8,828","8,845","9,630",782,"13,370","375,746","26,279","26,279",0.0,0.0,0.0,8,"25,076",0,"11,574","61,554",201
Erode,"25,825","24,650","23,849","3,239","25,434","58,581",843,1,1,0,"19,156",,"28,650","28,651","3,970","12,818","28,808",199,"2,283","27,574",934,619,861,119,"10,627","10,746","9,375",716,"15,230","188,115","27,366","27,374",0.0,0.0,0.0,0,"24,120",0,"248,085","186,294",226
Kancheepuram,"50,977","46,494","44,535","1,407","55,878","109,729",425,67,49,18,"16,473",632,"40,690","40,757","10,063","9,226","40,766",151,"8,010","33,890",955,"2,060","1,025",5,"12,496","12,501","13,318",29,"22,670","297,772","52,169","52,101",0.0,0.0,0.0,0,"46,435",0,"13,931","104,120",358
Kanniyakumari,"24,367","23,694","24,297",76,"24,292","40,884",204,0,0,0,"14,483",,"22,232","22,232","4,353","9,787","22,232",41,"1,003","13,013",961,91,534,21,"8,310","8,331","5,618",56,"10,976","109,039","22,013","22,206",0.0,0.0,0.0,0,"24,429",0,"14,324","93,053",88
Karur,"13,759","13,416","12,610","2,397","13,507","43,080",336,0,0,0,"5,365",,"11,906","11,906","2,019","3,469","11,944",10,"1,857","9,829",970,675,629,5,"3,506","3,511","4,809",298,"13,893","66,594","11,833","11,821",0.0,0.0,0.0,5,"12,740",0,"5,285","27,762",171
Krishnagiri,"29,639","26,248","28,483","7,759","26,261","104,976",882,0,0,0,"7,115",,"23,144","23,144","5,080","4,332","23,103",220,"3,563","20,449",959,976,664,7,"7,271","7,278","11,359",238,"10,099","160,496","22,616","22,124",0.0,0.0,0.0,0,"27,205",0,"9,017","41,430",448
Madurai,"49,263","46,396","40,526","10,399","46,150","124,779",967,9,1,8,"20,637",,"46,688","46,697","9,669","11,351","46,679",125,"3,906","28,578",983,"1,073","1,550",12,"10,163","10,175","13,899",564,"9,480","142,632","46,679","46,679",0.0,0.0,0.0,4,"48,958",79,"33,170","71,764",522
Nagapattinam,"22,437","21,581","15,752",234,"23,448","44,176",306,0,0,0,"5,495",,"16,008","16,008","5,232","2,863","16,010",111,"2,395","10,347",928,708,938,25,"5,150","5,175","8,654",107,"19,294","148,547","15,722","14,399",0.0,0.0,0.0,0,"19,849",6,"10,874","85,272",124
Namakkal,"20,346","18,402","16,599","4,537","19,413","68,649",672,50,0,50,"9,166",,"17,275","17,325","4,158","6,239","17,416",72,"3,247","16,112",945,469,"1,099",11,"5,933","5,944","4,432",48,"9,123","108,940","17,410","17,415",0.0,0.0,0.0,0,"18,611",0,"8,186","47,168",230
