Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"217,191","153,387","157,722","33,515","161,349","151,149","2,932","17,042","4,249","12,793","45,153","16,778","135,606","152,648","12,209","7,985","152,300","1,835","11,013","135,026",950,"3,863","3,993",244,"10,057","10,301","39,176",112.0,"345,077","2,447,699","135,959","179,177",270.0,186.0,454,201,"176,282","32,925","21,785","25,142","1,232"
Almora,"10,522","5,768","4,404","1,869","7,995","3,715",25,911,562,349,276,27,"5,143","6,054",375,203,"5,992",110,445,"5,718",994,121,201,25,702,727,"3,784",2.0,"27,108","145,765","5,554","6,758",0.0,0.0,1,32,"7,253","4,140","1,693","1,921",13
Bageshwar,"3,769","3,062","1,807",285,"2,802",407,,642,339,303,,,"2,293","2,935",68,,"2,908",17,85,"2,778","1,012",15,493,19,324,343,"2,082",,"8,928","104,009","2,022","3,527",12.0,0.0,0,37,"3,804","1,189",129,409,0
Chamoli,"6,144","3,565","3,417",701,"6,063","1,490",0,"1,158",650,508,,,"2,522","3,680",146,,"3,504",49,157,"3,387",866,43,33,40,976,"1,016","1,591",,"17,082","108,677","4,034","4,809",20.0,1.0,0,28,"5,329",106,522,435,13
Champawat,"4,240","3,200","2,698",435,"3,393","2,451",0,573,104,469,,,"1,815","2,388",0,,"2,313",41,117,"2,251",980,37,35,1,509,510,422,,"13,252","69,471","1,612","3,351",2.0,3.0,3,0,"3,603",311,4,208,48
Dehradun,"45,985","31,506","41,586","4,370","26,833","31,091",492,"1,045",63,982,"12,296","3,387","28,348","29,393","3,561","3,886","29,099",235,"2,939","21,118",970,433,"1,174",19,"1,544","1,563","4,462",,"54,071","590,504","32,075","37,031",9.0,4.0,10,0,"32,554","2,222","4,408","6,470",154
Garhwal,"13,037","6,038","6,576","2,089","11,566","9,979",937,995,195,800,833,807,"8,173","9,168","1,340",,"9,112",144,"1,594","7,697",950,520,479,8,866,874,"1,158",,"23,930","196,616","7,724","9,747",1.0,2.0,4,0,"9,640",96,"4,082","4,029",47
Hardwar,"48,641","35,685","32,570","11,619","35,528","37,317",413,"5,113",771,"4,342","15,187",0,"27,725","32,838",947,"1,711","33,032",531,"1,623","29,832",955,748,59,33,688,721,"3,805",110.0,"37,468","240,326","25,494","37,899",211.0,162.0,173,83,"38,963","16,112",402,881,574
Nainital,"18,382","12,998","16,170","2,665","8,132","8,923",360,"1,245",590,655,"3,563",,"16,817","18,062","3,933","1,869","18,113",269,"1,784","16,226",907,"1,200",927,35,"1,036","1,071","4,587",,"28,895","104,267","19,264","17,749",0.0,0.0,0,9,"16,897",17,"5,517","5,326",90
Pithoragarh,"6,861","5,102","5,130","1,049","5,825","1,877",130,928,588,340,214,,"5,100","6,028",782,53,"5,980",52,165,"5,604",892,61,39,3,963,966,"6,512",,"29,823","162,691","5,722","6,760",0.0,0.0,0,12,"7,079",0,"1,190","3,035",60
Rudraprayag,"3,688","2,692","2,796",436,"3,509","2,065",2,231,181,50,,,"2,128","2,359",168,,"2,340",33,159,"2,160",924,0,127,10,481,491,868,,"10,004","105,992","2,755","3,634",,,0,0,"3,315",968,363,302,45
Tehri Garhwal,"10,034","5,902","6,518","2,139","6,786","7,159",30,"1,395",87,"1,308",190,24,"4,270","5,665",80,93,"5,612",70,406,"5,431",945,214,64,0,201,201,958,0.0,"29,396","194,131","4,917","8,576",0.0,0.0,242,0,"9,640","5,244",285,477,76
Udham Singh Nagar,"39,927","34,843","31,386","5,595","39,182","34,555",493,"1,833",92,"1,741","12,594","12,533","27,821","29,654",760,170,"29,958",179,"1,127","28,617",957,354,212,30,980,"1,010","7,733",0.0,"49,247","270,124","21,303","34,302",15.0,14.0,21,0,"33,001",373,"2,610","1,004",68
Uttarkashi,"5,961","3,026","2,664",263,"3,735","10,120",50,973,27,946,,,"3,451","4,424",49,,"4,337",105,412,"4,207",969,117,150,21,787,808,"1,214",,"15,873","155,126","3,483","5,034",0.0,0.0,0,0,"5,204","2,147",580,645,44
