Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Mahbubnagar,"28,972","22,328","25,115",888,"47,012","49,408",356,27.0,24.0,3.0,"6,071","2,354","22,692","22,719","4,621","3,597","22,700",62,"1,152","17,541",914,73,85,0,"2,282","2,282",12,693,"60,945","595,114","24,626","25,048",0,0.0,0,0,"27,415",81,"4,475","5,626",66
Medak,"13,486","11,161","14,342",696,"21,081","23,161",522,2.0,1.0,1.0,"2,719",618,"8,682","8,684","2,098","2,099","8,698",26,728,"7,401",989,60,11,,"1,649","1,649",745,,"5,303","52,350","10,538","14,705",,,,0,"12,898",136,"3,351","5,435",72
NAGARKURNOOL,"17,736","11,848","8,918","1,264","18,898","20,428",428,105.0,0.0,105.0,"8,794",721,"15,115","15,220","2,460","2,891","15,360",56,765,"15,212",942,45,4,0,610,610,406,1,"19,874","234,939","9,553","14,296",0,0.0,0,4,"13,804",11,928,"20,706",43
NIRMAL,"13,226","11,834","9,882","1,273","12,506","12,844",670,8.0,4.0,4.0,"6,519",696,"11,854","11,862","2,947","5,763","11,950",58,626,"11,648",936,5,41,0,482,482,256,895,"1,202","3,463","11,404","14,289",26,30.0,81,19,"12,184",254,295,"3,246",14
Nalgonda,"26,252","21,277","25,089","1,746","25,388","35,409","1,096",51.0,26.0,25.0,"9,487","3,186","21,074","21,125","6,534","6,301","22,521",72,"1,277","19,202",916,269,60,8,"4,844","4,852",778,"2,362","53,672","262,285","21,495","21,639",0,0.0,0,205,"25,193",6,"6,165","19,683",182
Nizamabad,"29,430","25,122","27,543","1,807","27,586","24,741",69,7.0,1.0,6.0,"12,766",79,"26,825","26,832","6,990","11,465","26,867",144,"1,813","25,761",957,364,1,0,"5,447","5,447","2,104","1,347","19,844","80,505","26,385","26,651",2,0.0,9,625,"28,621",0,"1,485","2,252",104
PEDDAPALLI,"27,617","14,859","15,643","6,843","21,870","16,146",400,1.0,1.0,0.0,"7,175",,"10,664","10,665","2,260","2,912","11,126",6,510,"7,681","1,008",39,4,331,"1,538","1,869","1,175",60,"4,841","41,689","12,520","13,073",0,0.0,5,11,"13,682",44,"1,984","2,781",26
RAJANNA SIRCILLA,"9,186","8,271","8,287",287,"9,203","9,255",47,6.0,6.0,0.0,"6,501",,"8,892","8,898","1,389","2,475","9,047",3,295,"6,944",968,3,0,150,525,675,85,815,"5,240","15,037","11,692","15,932",6,10.0,0,0,"9,207",0,"1,160",132,1
Ranga Reddy,"54,577","39,595","50,329","6,469","49,741","18,747",341,0.0,0.0,0.0,"42,673","21,788","50,889","50,889","2,276","18,183","50,596",317,"2,122","50,332",962,367,8,23,"11,023","11,046",293,"3,685","22,569","691,687","49,591","49,690",0,0.0,0,0,"57,298",0,"1,330","6,757",9
SANGAREDDY,"27,547","21,556","26,996",806,"26,521","43,429",796,15.0,10.0,5.0,"7,261","2,301","24,098","24,113","4,944","4,960","24,191",33,"1,035","22,656",891,78,0,5,"1,730","1,735",898,"1,410","7,107","83,413","24,460","33,225",0,0.0,0,0,"28,162",467,"4,358","11,933",152
SIDDIPET,"19,525","16,296","53,985","6,615","70,089","16,950",784,9.0,8.0,1.0,"6,059","1,147","15,860","15,869","5,664","4,912","16,682",9,757,"8,162",954,63,51,63,"1,741","1,804",442,117,"6,433","57,453","18,530","19,549",101,119.0,118,530,"17,005",415,"2,783",867,56
SURYAPET,"21,984","15,264","25,632",989,"23,046","15,582",420,7.0,6.0,1.0,"12,461",0,"17,419","17,426","2,995","6,631","17,558",54,489,"17,515",974,54,0,11,"4,762","4,773",331,"1,879","56,566","326,479","19,043","18,059",31,10.0,10,11,"18,672",0,"1,311","57,178",55
VIKARABAD,"26,269","14,199","13,841","3,345","20,162","8,554",165,16.0,16.0,0.0,"7,838",,"16,526","16,542","2,416","2,082","18,403",38,"1,042","15,518",957,77,168,10,227,237,136,,"4,310","13,726","16,208","18,491",305,96.0,205,"2,736","14,696",3,"2,911","1,685",3
WANAPARTHY,"9,855","7,783","2,325",433,"8,904","20,441",660,0.0,0.0,0.0,"2,903",417,"7,608","7,608","1,722","1,599","7,655",45,554,"6,067",965,59,2,0,811,811,64,2,"13,005","153,678","7,919","8,986",25,139.0,442,151,"10,875",32,"1,771",584,50
WARANGAL RURAL,"11,369","9,486","5,061",866,"8,749","1,654",32,0.0,0.0,0.0,"7,105",0,"10,459","10,459","2,108","3,487","10,722",9,286,"9,967",950,15,22,209,847,"1,056",287,67,"7,077","80,328","10,053","10,066",0,0.0,3,0,"11,258",3,"1,383","1,125",30
Warangal Urban,"15,708","12,330","11,149","2,460","14,381","28,011",199,0.0,0.0,0.0,"10,466","1,474","23,765","23,765","7,798","8,992","24,038",75,"5,772","8,006",913,204,319,391,"2,832","3,223",190,,"9,446","79,184","22,968","23,169",0,0.0,0,0,"17,649",60,"14,116","10,811",111
YADADRI BHONAGIRI,"21,482","12,214","12,805","2,919","15,872","14,040",218,17.0,16.0,1.0,"9,063","1,118","13,410","13,427","2,969","4,353","13,895",35,321,"13,583",914,94,45,2,"1,065","1,067","1,335",70,"28,110","199,798","13,424","13,944",45,14.0,100,379,"12,189",25,730,"4,070",73
