Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kalimpong,"2,503","2,120","2,095",119,"2,492","1,866",20,12,0,12,,,"1,623","1,635",644,,"1,598",29,111,"1,481","1,025",152,103,3,92,95,"1,123",,"11,622","66,433","1,611","1,789",0,0,2,49,"2,200",199,192,"1,698",7
Koch Bihar,"53,015","47,962","44,263","4,085","47,917","60,513",658,"1,082",0,"1,082","7,706",,"43,295","44,377","7,578","7,270","44,105",574,"9,757","37,926",948,"3,225","1,141",13,"7,026","7,039","24,348",,"224,569","1,582,653","37,623","43,384",1,2,1,14,"47,627","4,008","2,253","9,903",679
Kolkata,"97,742","38,878","58,440","2,624","30,945","28,320","1,828",0,0,,"5,106",0,"74,079","74,079","36,329","3,460","74,330","1,921","20,114","52,990",994,"3,277","2,944","1,452","9,769","11,221","25,313","1,212","154,343","1,484,623","72,919","77,046",213,197,192,676,"35,404","1,153","106,797","131,450","2,042"
Maldah,"104,288","93,517","84,860","15,215","67,260","45,823",225,"2,597",0,"2,597","9,607",,"83,111","85,708","8,827","8,636","85,879","1,479","16,502","67,866",920,"3,697","2,160",21,"6,392","6,413","36,213",2,"295,194","1,113,810","69,882","85,458",16,7,4,"1,639","96,390","1,341","7,062","8,121","1,669"
Murshidabad,"173,092","159,839","138,934","26,707","147,417","113,551",973,"5,134",0,"5,134","40,281",,"149,724","154,858","16,496","36,273","149,742","2,574","26,685","102,771",957,"7,548","2,871",11,"17,902","17,913","29,890",,"742,168","2,270,090","125,769","137,480",212,111,133,200,"154,944","4,911","11,594","56,168","2,490"
Nadia,"78,132","73,426","65,231","4,304","90,268","50,127",382,138,0,138,"27,695","1,116","71,237","71,375","18,577","26,247","70,934",851,"12,339","58,526",961,"4,924","2,589",218,"7,074","7,292","39,324",0,"517,365","1,715,122","72,747","81,510",6,6,5,7,"71,619",344,"19,137","24,692",881
North Twenty Four Parganas,"147,687","120,546","112,329","5,938","120,491","61,451",275,285,1,284,"11,395",170,"63,007","63,292","17,654","9,823","64,657",799,"11,421","44,954",950,"3,247","1,805",480,"6,906","7,386","41,490",107,"633,411","1,920,536","66,683","92,859",240,189,210,"1,263","122,121",821,"21,121","42,971",321
Paschim Barddhaman,"46,317","31,327","29,073","3,119","35,320","23,549",691,5,3,2,"6,220",97,"30,625","30,630","7,207","4,822","31,185",535,"7,023","26,994",930,"1,553",916,14,"4,820","4,834","26,003",80,"86,490","639,701","29,975","38,494",232,45,52,"1,499","39,577",814,"9,166","10,161",696
Paschim Medinipur,"74,375","70,387","72,544","3,381","66,620","53,553",51,61,36,25,"15,592",0,"57,708","57,769","10,353","4,484","57,624",762,"11,449","47,511",966,"4,796",510,133,"9,671","9,804","18,255",23,"305,518","1,218,351","54,815","60,748",56,57,57,491,"68,065","2,604","16,348","30,533","1,017"
Purba Barddhaman,"73,236","69,464","60,214","1,438","64,359","42,387",265,43,2,41,"20,053",648,"68,952","68,995","14,798","17,283","66,723",965,"14,855","60,531",934,"3,334",820,24,"16,044","16,068","39,014",369,"879,612","2,469,695","57,553","62,663",34,30,45,235,"70,792",327,"19,787","33,978","1,838"
Purba Medinipur,"85,417","81,842","70,543","3,546","76,570","54,026",335,769,0,769,"23,837",0,"72,870","73,639","14,148","20,326","73,449",634,"14,894","51,061",953,"2,866","1,161",94,"7,740","7,834","39,449",54,"504,554","1,443,212","61,512","73,017",4,3,2,0,"77,460","2,025","7,553","9,576",666
Puruliya,"58,700","55,651","52,001","12,617","50,246","23,696",739,815,5,810,648,20,"47,085","47,900","5,937",588,"47,487",792,"12,618","45,978",916,"4,657","1,218",6,"6,374","6,380","30,500",0,"364,988","1,393,380","44,109","46,802",19,25,19,62,"53,811","3,918","8,048","7,332",871
South Twenty Four Parganas,"153,920","143,871","129,811","11,259","154,193","112,266",714,852,0,852,"25,177",,"115,305","116,157","18,113","10,550","115,471","1,287","17,022","85,876",971,"8,657","1,688",45,"8,114","8,159","46,493",,"595,884","1,960,596","99,891","121,127",409,28,39,14,"144,083","2,606","26,173","65,982",999
Uttar Dinajpur,"74,640","67,250","61,664","17,392","62,304","41,940",297,"4,159",0,"4,159","9,286",0,"51,828","55,987","5,769","8,749","54,739","1,330","9,562","42,950",933,"3,499",84,1,"2,155","2,156","10,529",,"257,530","752,017","47,960","60,051",9,0,11,0,"66,667",605,"4,363","9,299","1,018"
