Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,736,201","1,215,896","566,544",60.7,74.7,"48,206",78.6,"8,500","15,388",35.6,"324,899","31,883","1,352,917","1,376,805","102,813","64,184","24,775","1,302,895","1,194,238",948,62.7,0.1,"873,367","19,815",28.0,96.1,9.6,0.7,0,1,286,43,"3,339",51.7,25.5,"3,785","124,631","35,202","1,343,164",64.6,263
Ajmer,"74,434","51,470","25,158",62.0,92.3,"3,308",80.4,104,331,23.9,"8,226","1,314","60,520","60,955","8,434","3,100","1,544","59,305","51,791",959,60.3,0.0,"56,435",537,27.5,98.1,19.0,0.8,0,0,13,0,347,58.2,27.1,354,"3,791","2,513","51,066",100.0,3
Alwar,"100,205","56,797","39,008",43.9,65.6,"2,204",70.3,"1,806","1,180",60.5,"17,970","5,166","65,462","68,448","2,750","3,879","1,186","65,680","60,210",925,27.6,0.0,"60,192",546,16.1,99.3,6.4,0.6,0,0,1,0,538,45.5,22.1,268,"10,068","1,065","71,385",23.6,55
Banswara,"54,352","39,650","24,221",67.7,66.9,"4,545",86.8,186,263,41.4,"4,020",700,"46,987","47,436","2,346",0,799,"45,807","43,045","1,005",68.6,0.0,"31,400","1,375",45.8,90.5,11.0,0.1,0,0,0,0,5,49.4,25.8,131,"4,084",780,"43,017",58.1,6
Baran,"25,830","21,388","8,941",77.1,87.2,624,95.3,48,51,48.5,"1,319",255,"21,698","21,797","1,239",389,374,"21,429","21,397",935,71.2,0.0,"13,736",229,17.6,98.7,1.7,0.7,0,0,29,0,0,92.0,27.8,44,"1,894","1,592","24,048",93.7,22
Barmer,"88,629","54,034","38,868",49.1,61.8,401,52.1,779,"1,801",30.2,"4,632",120,"58,181","60,761","2,147",270,937,"59,741","56,609",984,35.4,0.1,"19,922",744,22.2,98.4,2.9,0.1,0,0,4,0,14,56.5,19.9,211,"6,535","4,142","67,749",62.9,6
Bharatpur,"61,215","38,512","12,811",52.2,63.4,"1,826",74.9,997,539,64.9,"9,960","1,927","53,072","54,608","1,339","4,404",596,"53,471","47,237",955,46.3,0.0,"18,719","1,309",58.5,93.2,1.4,0.0,0,0,6,0,0,56.7,24.1,218,"2,089","1,478","53,330",67.5,18
Bhilwara,"53,143","45,452","17,504",63.5,81.6,"1,159",126.5,47,68,40.9,"4,678",213,"46,532","46,647","3,774","1,371",903,"41,669","37,399",938,59.2,0.0,"25,716",315,15.3,100.0,8.6,0.3,0,1,5,1,0,46.3,24.7,46,"4,289","2,246","44,216",66.9,6
Bikaner,"70,737","46,546","27,241",61.4,74.6,"4,237",114.4,7,829,0.8,"5,839","1,805","53,182","54,018","5,124","2,510","1,277","51,723","44,825",974,79.0,0.5,"30,891",287,40.9,98.3,8.6,0.0,0,0,25,0,96,62.0,19.9,48,"4,018",845,"51,033",57.3,0
Bundi,"22,890","18,002","8,470",70.5,68.9,436,53.8,5,21,19.2,"1,045",0,"17,231","17,257",909,349,250,"16,751","15,552",946,75.7,0.0,"12,640",167,14.9,98.8,4.7,2.2,0,0,7,0,0,48.4,26.6,156,"2,892",446,"21,127",22.4,0
Chittaurgarh,"30,462","23,964","6,862",66.1,63.5,220,41.6,43,200,17.7,"2,579",890,"27,083","27,326","2,402",229,397,"26,037","23,450",951,80.7,0.0,"19,056","1,532",38.3,94.4,20.4,0.2,0,0,2,0,0,45.2,24.8,100,"2,679",653,"26,354",56.3,1
Churu,"43,523","32,395","15,146",63.0,57.7,540,67.5,2,736,0.3,"8,243",521,"34,139","34,877",929,450,520,"33,807","33,709",958,66.7,0.0,"11,676","1,022",48.2,97.9,1.0,0.0,0,0,5,3,0,41.8,22.2,29,"1,756",318,"37,149",42.9,0
Dausa,"37,983","28,366","15,972",49.7,82.9,346,87.4,86,39,68.8,"12,686","4,324","31,129","31,254",340,865,322,"31,081","29,206",933,51.5,0.0,"10,766",277,22.2,97.8,1.1,0.0,0,0,0,0,110,61.7,31.4,115,"1,866",371,"32,884",63.5,1
Dhaulpur,"34,709","29,166","16,702",73.4,55.5,"1,293",87.0,428,141,75.2,"1,847",0,"29,756","30,325","1,387",0,442,"29,862","29,432",944,84.1,0.0,"20,264",251,13.4,98.8,5.5,0.2,0,0,6,7,0,84.9,29.6,76,"2,876","1,245","28,369",73.7,8
Dungarpur,"36,796","26,366","12,725",51.5,49.8,"2,826",90.1,408,"1,035",28.3,"7,346",0,"31,920","33,363","1,948",0,838,"29,378","28,089",918,74.4,0.4,"20,545",631,18.5,95.6,17.8,10.0,0,0,5,7,0,69.8,35.7,203,"3,781",671,"29,829",53.9,2
Ganganagar,"35,982","29,902","11,181",68.6,88.3,"1,515",84.8,80,386,17.2,"10,119","1,994","32,037","32,503","1,317","2,035",586,"31,514","26,093",944,78.9,0.0,"25,263",138,13.7,96.4,3.0,0.2,0,0,5,0,0,40.3,35.7,54,"2,722",391,"32,000",100.0,10
Hanumangarh,"33,844","28,687","11,859",70.4,149.0,"2,766",55.9,102,319,24.2,"14,888","1,287","33,104","33,525","1,487","1,595",539,"30,369","30,050",969,108.5,1.2,"32,110",239,25.7,83.7,5.4,0.0,0,0,0,2,281,37.5,24.4,28,"3,991",364,"30,379",85.1,0
Jaipur,"195,403","114,889","34,301",51.9,75.4,"3,380",62.8,108,210,34.0,"44,841",172,"127,966","128,284","22,518","14,636","2,395","109,883","92,397",932,64.1,0.4,"99,114","3,290",39.1,99.1,20.0,1.2,0,0,21,10,"1,035",63.6,25.8,296,"11,164","1,732","112,809",82.9,4
Jaisalmer,"19,924","12,916","8,345",61.7,65.8,306,75.0,363,436,45.4,859,310,"16,727","17,526",330,0,309,"16,628","15,723",946,68.6,0.2,"8,463",51,4.0,100.0,0.7,0.0,0,0,4,0,0,63.1,28.2,15,"2,033",982,"16,183",19.2,7
Jalor,"48,377","34,780","21,354",59.5,54.8,"1,219",76.4,580,425,57.7,"26,629","1,251","43,448","44,453",109,"2,520",929,"41,763","40,333",959,45.6,0.0,"14,095",147,11.8,100.0,0.2,0.0,0,0,11,0,11,33.0,25.0,60,"2,077",878,"41,177",59.3,1
Jhalawar,"30,514","25,461","8,745",67.1,93.1,983,79.0,8,37,17.8,"1,595",0,"30,957","31,002","3,901",789,718,"30,446","27,496",923,54.3,0.0,"18,613",196,10.2,98.0,8.0,0.0,0,0,4,0,0,67.6,29.3,17,"2,158",225,"27,507",83.7,18
Jhunjhunun,"38,028","31,447","10,551",72.1,125.7,475,78.5,17,15,53.1,"16,573",553,"27,665","27,697",610,"3,612",212,"26,717","23,421",950,91.2,0.0,"41,576",482,32.3,96.5,6.2,0.1,0,0,2,0,9,22.4,28.5,48,"2,466",775,"33,695",79.7,5
Jodhpur,"121,574","73,148","32,231",65.7,61.3,"6,172",92.7,418,"2,329",15.2,"5,262","3,497","72,886","75,633","12,212","2,068","1,496","73,380","63,405",962,46.8,0.1,"38,774",813,14.5,92.5,14.9,0.5,0,0,12,0,202,62.2,22.0,160,"3,332",825,"70,684",61.5,6
Karauli,"37,472","32,075","17,609",81.2,70.0,"1,079",99.7,425,1,99.8,"13,298","1,225","30,053","30,479",154,"2,321",399,"30,226","28,570",933,65.2,0.0,"16,864",121,21.9,100.0,9.4,0.0,0,0,7,0,0,45.4,31.6,4,"3,901",883,"32,767",52.4,0
Kota,"47,022","32,779","11,824",49.7,92.4,531,87.3,56,174,24.3,"10,541",0,"35,572","35,802","6,920","2,262",650,"32,806","27,641",903,68.5,0.0,"24,137",605,76.1,85.3,26.5,4.4,0,0,15,0,117,88.1,20.9,63,"4,721",896,"33,768",58.0,16
Nagaur,"70,583","54,371","26,719",63.2,48.6,832,65.5,176,478,26.9,"21,393",297,"57,227","57,881","1,639","4,630",584,"54,693","52,157",973,57.4,0.0,"42,878",282,10.4,97.2,7.6,0.0,0,0,28,0,19,37.2,22.6,111,"2,560",872,"61,323",74.3,2
Pali,"46,958","31,198","16,251",61.2,75.2,757,69.7,68,415,14.1,"9,152",29,"39,777","40,260","3,151","1,152",786,"37,090","36,375",947,57.4,0.0,"27,214",370,24.2,99.7,12.3,1.5,0,0,13,0,71,53.1,23.1,49,"4,515",640,"39,340",50.4,9
Pratapgarh,"22,037","13,388","6,860",48.8,105.1,112,33.7,55,127,30.2,454,0,"17,940","18,122",69,0,415,"17,762","16,974",961,77.0,0.0,"12,608",14,2.4,100.0,9.6,0.3,0,0,0,0,0,47.5,19.2,6,"1,089",358,"18,763",69.3,7
Rajsamand,"29,022","21,583","6,419",68.2,55.3,190,50.1,311,589,34.6,"4,925",,"22,234","23,134",381,,346,"17,618","16,840",959,78.5,0.0,"12,205",570,21.4,98.4,27.4,2.3,0,0,3,1,,62.3,38.0,164,957,"1,147","23,907",34.9,2
Sawai Madhopur,"31,881","25,839","12,670",74.1,99.1,"1,692",92.9,20,29,40.8,"11,934","1,380","32,602","32,651","1,302","1,186",610,"31,498","30,986",918,90.5,0.0,"14,894",310,12.7,97.7,9.0,0.0,0,0,6,10,2,54.6,28.9,86,"2,552",810,"26,504",63.1,5
Sikar,"54,869","45,092","15,384",69.0,93.7,541,61.5,117,96,54.9,"25,936","1,464","44,735","44,948","2,395","5,272",510,"44,652","40,828",958,73.7,0.0,"24,159",927,30.7,91.9,6.0,0.1,0,0,6,0,246,26.6,32.0,195,"6,845","1,231","44,753",66.2,1
Sirohi,"28,729","19,457","12,344",62.2,49.1,436,80.6,184,31,85.6,"6,620",17,"24,957","25,172","1,277",596,677,"24,554","24,347",925,61.4,0.0,"8,172",687,38.4,99.4,9.7,0.9,0,0,12,0,79,37.1,28.9,15,"4,047",920,"24,327",45.4,0
Tonk,"27,743","23,564","10,192",66.8,104.3,559,61.6,28,34,45.2,"4,646",903,"25,258","25,320","1,379",486,483,"25,012","24,035",898,70.0,0.1,"14,855",143,33.3,97.9,7.3,0.0,0,0,6,0,11,44.5,19.6,15,"3,283",395,"24,114",100.0,4
Udaipur,"81,331","53,212","22,076",65.8,73.0,696,41.8,438,"2,023",17.8,"4,844",269,"60,880","63,341","6,594","1,208","1,746","60,543","54,616",941,74.9,0.0,"45,415","1,208",25.1,98.8,9.7,1.6,0,0,23,2,146,57.3,27.1,400,"7,600","2,513","67,608",50.7,38
