Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"6,745,784","3,886,259","1,362,988",76.5,95.2,"123,133",44.9,"68,383","421,265",14.0,"1,008,443","274,063","3,605,433","4,095,081","114,865","194,155","45,556","3,772,401","3,697,955",927,70.7,0.3,"2,650,213","31,774",56.6,92.0,6.4,2.3,0,5,96,354,"34,464",35.6,13.5,"5,934","1,369,679","34,585","5,460,112",94.1,"2,050"
Agra,"123,167","64,981","38,320",70.6,136.6,"3,931",57.5,"1,663","1,839",47.5,"51,811","2,259","103,267","106,769","3,978","1,018",718,"100,663","99,945",916,100.6,0.9,"50,845",904,54.7,96.5,4.1,5.3,0,0,5,2,"1,564",24.9,18.9,190,"34,889",832,"129,485",93.1,8
Aligarh,"95,212","53,776","33,233",65.7,64.3,"1,763",20.5,517,"7,582",6.4,"17,657","15,926","65,899","73,998","2,916","3,242",591,"71,740","71,485",886,38.2,0.2,"27,997","2,201",88.8,100.0,5.0,0.3,0,0,0,0,"1,708",22.8,11.4,159,"59,559",718,"100,327",98.4,0
Allahabad,"181,440","94,594","34,691",77.0,79.9,"3,239",37.5,2,"6,547",0.0,"36,054","1,888","106,180","112,729","4,787","14,025","1,110","108,464","107,442",929,46.6,0.5,"61,159",812,51.9,95.6,3.6,0.5,0,0,0,0,"2,225",33.9,11.9,32,"17,281",723,"151,667",100.0,14
Ambedkar Nagar,"63,908","44,001","10,565",69.7,93.6,"1,584",90.9,745,"2,059",26.6,"12,011","4,746","36,973","39,777",886,33,321,"39,415","39,048",962,59.4,0.0,"14,559",18,9.0,100.0,2.5,0.0,0,0,0,8,73,16.8,8.5,1,"18,890",601,"63,407",99.7,13
Auraiya,"50,707","28,327","10,096",77.7,93.5,382,12.2,47,"1,822",2.5,1,1,"17,782","19,651",0,0,260,"19,321","19,111",960,82.4,2.1,"23,769",52,23.2,100.0,0.0,0.0,0,0,0,0,0,27.2,22.0,15,"14,245",339,"36,284",95.7,6
Azamgarh,"203,919","119,001","32,645",66.2,66.6,"1,654",15.3,"2,711","2,480",52.2,"9,086","5,899","54,481","59,672","1,722",27,383,"60,123","59,438",911,47.8,0.5,"50,445",0,0.0,,0.4,0.0,0,0,0,2,"8,616",45.8,10.1,82,"29,650",546,"147,651",71.3,13
Bagpat,"39,623","31,402","11,316",91.4,88.8,"1,570",91.0,3,"2,366",0.1,"18,654","3,273","32,101","34,470",562,457,226,"34,205","33,648",892,88.8,0.0,"30,789",136,22.4,100.0,5.4,0.0,0,0,0,1,314,40.4,13.3,3,"6,706",365,"34,006",100.0,11
Bahraich,"151,615","105,404","39,870",80.7,87.4,"8,718",93.0,"1,248","14,368",8.0,"11,221","3,138","85,743","101,359","2,177",620,"1,857","97,961","98,282",932,60.8,0.0,"40,619",435,36.9,78.9,3.5,0.4,0,0,0,0,121,50.5,6.5,165,"15,252",672,"106,448",95.0,67
Ballia,"107,223","55,368","12,466",66.2,108.9,568,22.2,"4,329","4,105",51.3,"1,170",236,"40,742","49,176",421,141,792,"49,357","48,882",916,38.6,0.0,"8,741",113,13.7,65.5,1.6,0.0,0,0,0,2,0,25.6,2.0,26,"5,466",116,"76,125",69.7,0
Balrampur,"95,803","71,477","20,573",90.4,98.4,"7,187",89.5,"2,556","18,559",12.1,"11,591","2,374","47,852","68,967",512,"1,539",865,"67,775","67,351",938,93.4,0.0,"55,453",167,56.8,95.8,5.8,0.3,0,0,3,1,0,34.5,11.0,39,"19,055","1,065","73,111",98.3,20
Banda,"63,715","23,499","8,920",57.4,77.2,596,51.7,292,955,23.4,"2,091",549,"36,930","38,177",65,912,598,"37,269","36,503",932,46.6,0.6,"27,020",63,49.2,98.4,0.7,0.1,0,0,0,0,18,36.5,13.4,153,"11,797",322,"53,851",100.0,10
Barabanki,"107,620","44,797","17,492",72.0,88.9,"1,036",23.2,177,"3,100",5.4,"4,178","1,466","54,089","57,366","3,419","2,297","1,040","52,154","49,386",943,103.5,0.1,"51,094",39,28.9,100.0,10.9,2.0,0,0,0,10,34,45.0,8.6,42,"41,122",293,"89,866",96.6,45
Bareilly,"131,946","86,991","40,375",63.5,87.9,735,26.6,387,"19,628",1.9,"18,862",0,"59,647","79,662","1,566",0,784,"54,103","69,494",918,72.9,0.5,"36,414",267,91.6,99.6,18.7,2.1,0,1,0,15,725,25.6,10.7,38,"30,855",680,"117,473",99.3,0
Basti,"98,446","64,541","8,778",76.6,156.4,650,51.2,123,"2,172",5.4,"12,373","1,679","46,983","49,278","2,123","2,997",470,"47,779","45,546",948,141.4,1.6,"46,184",55,9.0,87.3,4.2,0.3,0,0,2,0,0,38.3,17.1,6,"41,249",414,"71,228",95.0,3
Bijnor,"111,919","77,475","26,377",81.8,73.6,"1,111",30.9,"4,540","8,010",36.2,"46,132","1,400","70,464","83,014","1,541","16,932",458,"75,088","73,970",941,54.9,0.2,"19,943",126,18.4,100.0,16.8,3.7,0,0,0,0,179,17.0,4.8,38,"18,268",300,"105,482",97.8,17
Budaun,"120,966","58,357","36,615",60.9,84.3,"1,944",33.5,856,"14,303",5.6,"1,615",713,"54,277","69,436",432,445,935,"66,132","66,977",924,63.3,0.5,"26,831",403,31.9,100.0,3.3,1.9,0,0,2,0,23,76.3,19.5,61,"16,087",484,"85,532",94.7,517
Bulandshahar,"150,962","70,637","26,999",89.5,68.1,"4,470",47.0,"3,731","9,557",28.1,"51,947","9,864","91,582","104,870",445,"1,190",547,"98,998","98,698",915,65.9,0.0,"68,867","1,443",78.5,99.2,7.3,1.5,0,0,0,0,767,28.6,12.8,133,"40,015",463,"99,701",99.9,1
C S M Nagar,"58,276","34,235","10,694",104.6,96.5,844,54.6,425,234,64.5,739,,"30,555","31,214",94,288,282,"29,829","29,621",916,56.1,0.0,"39,010",1,0.6,100.0,0.4,0.0,0,0,0,0,,23.4,12.7,24,"27,080",150,"50,064",98.6,19
Chandauli,"69,154","47,984","11,925",88.2,87.1,"1,689",91.1,242,298,44.8,"9,619","6,011","37,997","38,537",908,"2,923",406,"39,710","39,190",947,83.6,0.1,"49,079",149,31.7,96.6,0.6,0.4,0,1,0,9,17,15.4,4.0,12,"13,615",425,"55,847",99.4,7
Chitrakoot,"31,365","25,548","11,175",96.1,99.0,"1,618",53.8,226,738,23.4,,,"19,796","20,760",47,,248,"20,141","19,895",939,98.9,0.4,"18,231",88,13.9,95.5,0.1,0.1,0,0,0,0,,38.9,21.3,0,"7,323",509,"27,885",99.9,9
Deoria,"94,922","48,833","5,409",85.6,88.3,285,45.3,"1,415",794,64.1,"10,466","1,174","59,062","61,271","1,707","2,345",406,"57,601","58,030",972,71.7,0.4,"65,044",519,84.8,70.1,0.1,0.0,0,0,0,0,8,48.8,8.0,58,"16,556",445,"87,794",89.7,36
Etah,"62,913","30,564","21,982",62.7,87.6,"1,289",37.5,196,"5,182",3.6,"1,908",468,"22,476","27,854",174,0,300,"27,083","26,588",907,64.6,0.0,"17,932",125,64.3,88.8,0.7,1.2,0,0,1,0,0,42.1,15.2,8,"5,006",95,"50,574",97.7,3
Etawah,"64,229","25,309","10,268",47.9,102.9,724,41.5,62,220,22.0,"3,863","3,268","34,689","34,971","3,594","2,103",276,"33,810","33,114",937,83.2,0.0,"28,223",86,68.8,100.0,41.3,0.6,0,0,0,14,597,19.1,11.8,35,"21,930",397,"43,141",74.6,0
Faizabad,"79,799","37,023","9,735",65.5,69.2,593,28.8,65,"2,173",2.9,"9,061",119,"40,689","42,927","1,682","4,879",874,"32,537","31,804",934,55.0,0.4,"20,208",32,8.3,25.0,9.6,0.6,0,0,0,6,0,31.1,12.4,68,"32,907",364,"64,997",97.2,27
Farrukhabad,"73,031","37,605","18,875",60.9,92.3,815,27.8,31,"7,639",0.4,"6,457","1,623","28,555","36,225",126,"2,472",598,"28,798","28,366",894,82.9,0.0,"26,681",280,19.5,100.0,4.4,7.1,0,0,3,0,423,58.0,24.2,21,"13,381",157,"51,093",92.2,7
Fatehpur,"81,396","66,423","12,818",86.0,100.2,"1,930",92.9,"1,294","5,908",18.0,"5,658","2,787","40,177","47,379",428,"1,326",498,"46,179","45,780",913,65.3,0.1,"48,363",156,41.3,91.7,6.4,0.7,0,0,0,0,244,41.8,10.8,103,"19,427",301,"67,407",87.2,5
Firozabad,"88,385","49,318","24,252",90.2,99.1,"2,976",46.6,285,468,37.8,"7,754",0,"39,478","40,231",267,"5,386",277,"32,117","30,927",911,83.7,0.0,"89,907",221,69.5,100.0,7.0,2.0,0,0,0,0,0,37.1,37.7,39,"21,632","1,197","70,050",96.1,0
Gautam Buddha Nagar,"69,345","45,777","15,737",76.9,99.7,"3,345",72.1,0,"1,882",0.0,"28,042","16,043","48,974","50,856","2,335","11,579",490,"50,788","36,964",905,99.7,0.1,"46,121",565,85.0,99.5,27.5,4.5,0,0,0,0,584,23.8,11.7,170,"9,459",216,"58,358",100.0,38
Ghaziabad,"138,680","84,423","34,976",73.0,73.5,"1,828",33.8,"3,961","1,222",76.4,"55,421","35,496","73,859","79,042","2,487","4,848",242,"77,651","72,337",950,72.3,0.0,"54,288",297,76.0,84.8,6.7,1.1,0,0,2,5,"1,841",30.7,26.6,37,"17,649",357,"103,344",99.7,49
Ghazipur,"110,109","72,693","9,274",84.2,75.1,728,14.5,854,"1,034",45.2,"19,975","5,314","67,288","69,176",590,0,582,"53,675","53,263",905,58.5,0.1,"21,239",8,2.2,100.0,1.6,0.6,0,0,2,54,,43.6,8.1,54,"18,930","1,125","97,526",98.6,11
Gonda,"117,789","58,862","31,672",82.9,66.6,"2,200",38.3,263,"12,351",2.1,"5,946",189,"59,139","71,753","3,839","3,945","1,158","61,132","60,395",921,50.4,0.1,"32,914",114,20.9,100.0,24.9,3.1,0,0,1,1,0,38.5,6.3,71,"9,617",363,"94,651",99.2,17
Gorakhpur,"160,277","71,752","18,116",67.0,69.1,296,16.0,686,704,49.4,"4,578","3,922","63,483","64,873","4,497","2,025",691,"57,461","57,047",919,57.3,0.1,"61,500",322,42.4,97.2,2.0,0.5,0,0,0,0,46,37.2,13.8,37,"25,988",681,"112,686",96.8,2
Hamirpur,"26,171","15,639","1,193",84.6,88.7,70,12.0,109,191,36.3,88,79,"18,992","19,292",404,0,172,"18,805","18,631",889,48.7,0.0,"7,090","1,261",95.4,12.4,0.0,0.0,0,0,0,0,0,16.4,11.6,0,"13,985",261,"23,568",99.9,0
Hapur,"43,886","32,112","14,382",90.5,82.8,"1,750",86.3,0,"1,080",0.0,"22,218","1,230","31,867","32,947",91,"2,456",274,"32,029","30,661",913,79.9,0.0,"24,148",0,0.0,,1.2,0.0,0,0,0,0,"1,278",45.1,38.6,0,"6,085",198,"36,518",100.0,42
Hardoi,"156,397","81,515","27,276",74.3,87.7,"1,233",29.5,114,"18,014",0.6,"6,543",602,"71,298","89,426","1,093","1,142","2,305","81,406","78,977",919,62.5,0.0,"64,006","1,012",79.7,100.0,3.8,2.8,0,0,0,18,222,51.7,15.1,5,"23,740","1,218","106,142",97.5,47
Hathras,"50,631","32,767","12,148",97.5,95.8,616,40.5,86,"4,143",2.0,"14,635","4,908","37,732","41,961",154,"2,714",356,"41,175","41,341",927,34.9,2.5,"12,107",93,45.1,100.0,1.0,0.0,0,0,0,0,518,28.4,22.0,49,"25,758",357,"46,057",92.8,0
Jalaun,"41,123","26,686","2,918",96.2,108.5,"1,746",61.2,"1,036","1,142",47.6,"1,901",360,"22,084","24,262",251,"1,492",264,"23,768","23,900",931,121.3,0.1,"31,828",581,62.8,100.0,0.9,0.0,0,0,0,6,39,42.9,25.9,2,"16,442",266,"34,929",96.4,37
Jaunpur,"144,287","98,789","28,951",68.1,87.9,"1,559",59.5,208,"3,944",5.0,"27,670",0,"79,661","83,813","1,765",161,665,"81,871","78,512",962,59.8,1.2,"30,601",61,38.6,68.9,3.6,0.0,0,0,0,0,0,39.9,10.5,25,"21,725",323,"122,969",97.6,6
Jhansi,"54,373","32,338","1,496",98.1,96.8,"1,360",79.8,327,378,46.4,"11,070",415,"35,640","36,345","1,931","5,982",291,"35,966","35,283",937,44.0,0.9,"28,939","1,182",96.6,99.6,4.7,1.0,0,0,1,0,"6,743",23.8,17.3,85,"19,874",511,"55,061",99.3,259
