Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Telangana,"759,098","541,937","80,398",84.4,110.5,"21,432",40.5,314.0,274.0,53.4,"325,090","38,574","620,665","621,253","129,054","174,556","3,403","528,801","482,137",951,99.5,0.0,"234,690","1,572",33.0,61.5,42.6,1.8,0.0,0.0,6.0,167,"20,745",17.7,1.8,410,"29,021",317,"629,948",98.8,116
Adilabad,"13,641","12,208","1,175",85.4,88.1,"1,044",49.8,47.0,42.0,52.8,"3,491",,"14,056","14,145","3,083","2,839",88,"13,968","13,880",961,84.8,0.0,"3,409",11,4.0,81.8,62.3,2.0,0.0,0.0,0.0,0,11,95.4,12.7,9,610,2,"12,831",100.0,0
BHADRADRI KOTHAGUDEM,"16,456","14,470","5,291",47.6,90.8,767,52.2,17.0,33.0,34.0,"4,323",530,"14,819","14,869","3,819","2,669",140,"11,883","11,512",948,87.5,0.0,"11,314",28,10.7,67.9,53.2,0.0,0.0,0.0,0.0,0,,6.7,0.1,12,152,6,"16,063",99.8,18
Hyderabad,"111,297","50,398","7,978",52.7,89.5,"4,812",73.5,,,,"61,800",,"129,183","129,183","29,245","19,460","1,500","66,941","64,893",953,89.7,0.0,"45,840",587,34.0,58.4,34.9,1.2,0.0,0.0,0.0,0,248,12.1,1.6,155,367,62,"68,878",99.0,14
JAGITIAL,"16,104","13,777","2,552",83.2,126.1,516,36.6,0.0,0.0,,"6,061",0,"14,488","14,488","5,376","2,516",42,"15,295","13,647",947,121.2,0.0,"3,740",1,0.7,100.0,66.9,1.4,0.0,0.0,0.0,9,15,15.3,3.5,0,"12,540",1,"18,113",99.2,2
JANGOAN,"7,744","7,352",644,90.3,134.4,"2,262",58.1,0.0,1.0,0.0,"3,980",70,"8,275","8,276","2,359","1,266",7,"7,638","2,382",948,100.3,0.1,"14,834",12,63.2,100.0,0.0,0.0,0.0,0.0,0.0,0,,6.1,0.0,0,5,0,"9,122",100.0,0
JAYASHANKAR BHUPALPALLY,"10,632","9,340","1,284",57.4,75.6,93,14.7,0.0,0.0,,542,0,"4,702","4,702","2,009",532,12,"4,807","4,837",888,65.6,0.0,787,0,0.0,,99.1,0.9,0.0,0.0,0.0,0,,2.4,0.0,0,182,0,"10,385",100.0,0
JOGULAMBA GADWAL,"30,411","16,872","6,380",42.8,107.7,182,8.5,7.0,0.0,100.0,684,114,"6,767","6,774","1,138",484,68,"6,682","6,775",973,84.2,0.0,"5,255",32,28.8,40.6,75.4,6.4,0.0,0.0,0.0,1,,16.8,0.5,9,179,0,"11,535",90.8,8
KAMAREDDY,"42,183","23,031","2,696",88.3,99.7,213,36.5,8.0,0.0,100.0,"8,350",955,"16,549","16,557","3,552","4,395",139,"16,991","12,977",979,98.9,0.0,"3,508",9,8.3,88.9,56.9,13.4,0.0,0.0,0.0,103,,16.8,1.3,44,633,43,"15,059",95.7,11
KOMARAM BHEEM,"10,751","9,884",869,93.6,136.6,625,30.7,39.0,43.0,47.6,"1,405",0,"5,975","6,057",153,"1,193",64,"5,631","5,782",924,131.2,0.1,"2,030",1,3.3,100.0,9.5,0.0,0.0,0.0,0.0,4,0,47.6,0.4,2,233,14,"9,136",99.2,1
Karim Nagar,"15,514","12,920",820,75.5,96.2,373,68.2,0.0,3.0,0.0,"7,744",205,"18,033","18,036","6,481","7,022",47,"17,692","13,031",903,96.3,0.2,"15,328",19,18.1,89.5,92.4,6.4,0.0,0.0,0.0,0,335,9.2,0.3,8,499,0,"16,638",100.0,0
Khammam,"20,262","17,865","1,568",83.4,93.4,"1,896",57.7,0.0,0.0,,"9,978",801,"19,702","19,702","5,584","7,909",128,"19,832","19,283",939,88.0,0.0,"5,012",45,32.4,66.7,62.3,0.0,0.0,0.0,0.0,0,170,17.1,4.8,2,117,33,"22,778",99.6,2
MAHABUBABAD,"12,823","11,783","1,040",64.9,79.9,0,0.0,0.0,0.0,,"8,937",,"11,873","11,873","1,587",,6,"8,644","8,548",987,70.3,0.0,"1,238",0,,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0,151,0,"12,189",100.0,0
MANCHERIAL,"12,071","10,127","4,526",254.5,372.9,"1,248",56.1,13.0,0.0,100.0,"5,811",,"10,546","10,559","1,874","5,309",34,"4,581","4,548",951,370.7,0.4,"13,051",0,0.0,,9.4,0.0,0.0,0.0,0.0,18,5,1.1,0.2,0,"1,712",16,"12,099",99.7,8
MEDCHAL MALKAJGIRI,"64,988","56,487","3,869",109.5,113.3,198,35.7,64.0,0.0,100.0,"36,123",0,"39,865","39,929",603,"26,260",86,"36,893","36,846","1,024",111.2,0.0,"7,296",6,35.3,100.0,3.9,0.0,0.0,0.0,0.0,4,"6,558",15.5,6.4,66,503,0,"64,314",99.7,0
Mahbubnagar,"28,972","22,328",888,86.7,162.3,356,34.8,24.0,3.0,88.9,"6,071","2,354","22,692","22,719","4,621","3,597",62,"21,921","17,541",914,106.7,0.0,"1,358",85,53.8,20.0,65.6,0.0,0.0,0.0,1.0,0,693,0.0,0.0,0,44,0,"27,415",100.0,0
Medak,"13,486","11,161",696,106.3,156.3,522,28.0,1.0,1.0,50.0,"2,719",618,"8,682","8,684","2,098","2,099",26,"7,309","7,401",989,139.4,0.0,"8,460",11,15.5,90.9,12.4,0.0,,,,2,,12.1,1.5,4,483,1,"12,898",100.0,1
NAGARKURNOOL,"17,736","11,848","1,264",50.3,106.6,428,33.8,0.0,105.0,0.0,"8,794",721,"15,115","15,220","2,460","2,891",56,"15,171","15,212",942,95.2,0.0,"6,615",4,44.4,25.0,80.7,0.0,0.0,0.0,0.0,6,1,12.3,0.8,0,"5,075",0,"13,804",100.0,0
NIRMAL,"13,226","11,834","1,273",74.7,94.6,670,42.4,4.0,4.0,50.0,"6,519",696,"11,854","11,862","2,947","5,763",58,"11,766","11,648",936,90.9,0.0,"5,314",41,89.1,61.0,65.1,17.4,0.0,0.0,0.0,2,895,60.2,2.9,2,7,0,"12,184",99.9,0
Nalgonda,"26,252","21,277","1,746",95.6,96.7,"1,096",35.9,26.0,25.0,51.0,"9,487","3,186","21,074","21,125","6,534","6,301",72,"20,844","19,202",916,89.2,0.1,"12,423",60,18.2,48.3,16.9,4.5,0.0,0.0,0.0,0,"2,362",9.4,0.6,11,350,0,"25,193",99.1,0
Nizamabad,"29,430","25,122","1,807",93.6,93.7,69,3.7,1.0,6.0,14.3,"12,766",79,"26,825","26,832","6,990","11,465",144,"25,807","25,761",957,89.6,0.0,"2,191",1,0.3,100.0,46.7,0.0,0.0,0.0,0.0,0,"1,347",1.0,0.1,0,978,14,"28,621",97.7,5
PEDDAPALLI,"27,617","14,859","6,843",56.6,79.2,400,61.4,1.0,0.0,100.0,"7,175",,"10,664","10,665","2,260","2,912",6,"7,671","7,681","1,008",73.3,0.0,"6,345",4,9.3,75.0,32.8,0.0,0.0,0.0,0.0,2,60,6.9,2.3,0,240,12,"13,682",99.9,0
RAJANNA SIRCILLA,"9,186","8,271",287,90.2,100.2,47,25.4,6.0,0.0,100.0,"6,501",,"8,892","8,898","1,389","2,475",3,"7,572","6,944",968,97.3,0.0,"4,150",0,0.0,,41.3,0.0,0.0,0.0,0.0,0,815,0.0,0.0,0,106,1,"9,207",100.0,0
Ranga Reddy,"54,577","39,595","6,469",92.2,91.1,341,58.8,0.0,0.0,,"42,673","21,788","50,889","50,889","2,276","18,183",317,"50,581","50,332",962,86.1,0.0,"11,709",8,51.9,100.0,21.6,0.0,0.0,0.0,0.0,0,"3,685",6.1,0.2,0,486,7,"57,298",100.0,0
SANGAREDDY,"27,547","21,556",806,98.0,96.3,796,46.3,10.0,5.0,66.7,"7,261","2,301","24,098","24,113","4,944","4,960",33,"24,062","22,656",891,81.4,0.0,"8,178",0,0.0,,51.3,0.2,0.0,0.0,0.0,0,"1,410",53.6,2.9,15,314,0,"28,162",100.0,0
SIDDIPET,"19,525","16,296","6,615",276.5,359.0,784,68.2,8.0,1.0,88.9,"6,059","1,147","15,860","15,869","5,664","4,912",9,"9,669","8,162",954,218.9,0.0,"8,772",51,44.7,68.6,44.1,0.0,0.0,0.0,0.0,5,117,15.8,0.7,1,603,74,"17,005",97.3,0
SURYAPET,"21,984","15,264",989,116.6,104.8,420,17.4,6.0,1.0,85.7,"12,461",0,"17,419","17,426","2,995","6,631",54,"17,447","17,515",974,104.7,0.0,726,0,0.0,,79.5,0.0,0.0,0.0,0.0,0,"1,879",6.6,0.4,0,"1,658",0,"18,672",99.9,0
VIKARABAD,"26,269","14,199","3,345",52.7,76.8,165,17.5,16.0,0.0,100.0,"7,838",,"16,526","16,542","2,416","2,082",38,"16,008","15,518",957,68.4,0.0,"4,230",168,68.6,95.2,21.6,0.0,0.0,0.0,1.0,9,,10.3,0.2,0,189,0,"14,696",85.2,6
WANAPARTHY,"9,855","7,783",433,23.6,90.4,660,66.1,0.0,0.0,,"2,903",417,"7,608","7,608","1,722","1,599",45,"6,945","6,067",965,82.9,0.3,"6,058",2,52.0,0.0,19.5,20.5,0.0,0.0,0.0,0,2,0.0,0.0,0,97,0,"10,875",98.3,40
WARANGAL RURAL,"11,369","9,486",866,44.5,77.0,32,19.8,0.0,0.0,,"7,105",0,"10,459","10,459","2,108","3,487",9,"10,720","9,967",950,71.6,0.1,570,22,59.5,100.0,50.6,1.5,0.0,0.0,3.0,2,67,12.9,1.1,0,248,6,"11,258",100.0,0
Warangal Urban,"15,708","12,330","2,460",71.0,91.6,199,3.9,0.0,0.0,,"10,466","1,474","23,765","23,765","7,798","8,992",75,"23,850","8,006",913,82.4,0.0,"10,943",319,61.0,49.5,48.3,6.3,0.0,0.0,0.0,0,,37.4,0.5,37,45,25,"17,649",100.0,0
YADADRI BHONAGIRI,"21,482","12,214","2,919",59.6,73.9,218,27.6,16.0,1.0,94.1,"9,063","1,118","13,410","13,427","2,969","4,353",35,"13,980","13,583",914,71.2,0.0,"4,006",45,32.4,86.7,10.6,1.1,0.0,0.0,1.0,0,70,34.5,10.6,33,215,0,"12,189",97.3,0
