Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,043,510","971,553","174,390",88.1,92.4,"24,766",34.4,71,135,34.5,"430,857","6,163","942,663","942,869","193,210","224,752","5,946","942,326","717,955",952,46.3,2.5,"283,997","37,191",73.9,89.8,74.9,6.0,0,3,511,4,"9,331",76.8,48.7,"1,980","24,639","4,699","941,886",99.7,43
Ariyalur,"12,130","11,418","3,134",88.1,80.5,296,53.9,0,0,,"5,167",,"10,567","10,567","2,644","1,991",25,"10,598","7,981",943,6.1,2.8,"2,270",383,51.3,97.9,62.5,4.2,0,0,0,0,0,73.0,61.8,43,32,32,"11,208",99.9,0
Chennai,"93,939","84,227","1,182",100.2,94.2,"1,771",14.9,0,0,,"43,514","4,149","96,650","96,650","17,448","20,363",382,"96,628","96,373",975,65.8,3.2,"29,999","4,399",83.1,79.7,73.8,5.5,0,1,44,0,"2,099",69.8,55.1,153,"2,786",339,"85,161",99.3,11
Coimbatore,"55,301","51,374","5,894",90.6,110.9,620,35.0,0,0,,"35,566",,"50,965","50,965","6,788","16,543",131,"51,189","32,846",952,38.9,1.9,"12,867","1,297",83.4,83.9,82.7,4.1,0,0,6,0,471,46.8,34.7,32,"1,050",244,"48,046",98.6,1
Cuddalore,"34,920","33,320","1,206",87.4,106.7,798,33.7,0,0,,"16,054",,"30,990","30,990","6,719","7,671",44,"31,071","20,845",981,52.9,1.6,"5,296",842,90.8,98.1,73.3,10.4,0,0,22,0,167,84.6,45.5,129,809,136,"32,268",97.9,4
Dharmapuri,"25,992","25,225","7,555",85.8,97.1,190,20.9,0,3,0.0,"8,958",0,"25,256","25,259","5,378","5,176",356,"25,083","16,415",913,57.1,0.4,"1,041",786,79.4,95.4,66.9,3.8,0,0,11,0,180,85.2,43.3,48,286,79,"23,183",99.6,0
Dindigul,"28,261","27,257","7,156",90.6,92.7,"1,051",59.8,1,1,50.0,"11,634",,"26,270","26,272","4,346","6,624",143,"26,279","19,211",950,64.8,2.3,"6,796","1,303",77.6,95.2,55.8,2.5,0,0,9,0,782,80.8,53.1,47,"1,185",231,"25,076",100.0,0
Erode,"25,825","24,650","3,239",92.3,98.5,843,52.7,1,0,100.0,"19,156",,"28,650","28,651","3,970","12,818",199,"28,808","27,574",934,44.7,3.8,"5,279",861,91.3,94.9,77.2,4.0,0,0,11,0,716,49.1,48.5,71,863,157,"24,120",100.0,1
Kancheepuram,"50,977","46,494","1,407",87.4,109.6,425,37.4,49,18,73.1,"16,473",632,"40,690","40,757","10,063","9,226",151,"40,766","33,890",955,12.1,2.3,"4,976","1,025",54.6,96.2,80.0,6.0,0,0,39,0,29,86.8,47.7,51,882,183,"46,435",100.0,0
Kanniyakumari,"24,367","23,694",76,99.7,99.7,204,61.6,0,0,,"14,483",,"22,232","22,232","4,353","9,787",41,"22,232","13,013",961,99.6,3.3,"15,593",534,91.8,82.4,87.4,2.5,0,0,8,0,56,53.2,38.6,33,307,70,"24,429",100.0,0
Karur,"13,759","13,416","2,397",91.6,98.2,336,49.4,0,0,,"5,365",,"11,906","11,906","2,019","3,469",10,"11,944","9,829",970,41.1,3.2,"9,943",629,72.1,88.7,67.4,7.5,0,0,3,4,298,73.7,54.2,23,406,58,"12,740",100.0,4
Krishnagiri,"29,639","26,248","7,759",96.1,88.6,882,38.4,0,0,,"7,115",,"23,144","23,144","5,080","4,332",220,"23,103","20,449",959,83.4,1.0,"4,919",664,71.5,97.3,65.5,1.1,0,0,11,0,238,74.6,52.8,82,263,187,"27,205",100.0,0
Madurai,"49,263","46,396","10,399",82.3,93.7,967,31.7,1,8,11.1,"20,637",,"46,688","46,697","9,669","11,351",125,"46,679","28,578",983,40.7,2.2,"2,092","1,550",72.0,83.8,78.3,3.9,0,0,40,0,564,79.5,42.4,16,"1,239",285,"48,958",100.0,0
Nagapattinam,"22,437","21,581",234,70.2,104.5,306,41.5,0,0,,"5,495",,"16,008","16,008","5,232","2,863",111,"16,010","10,347",928,22.9,4.5,"5,222",938,65.8,84.9,89.1,4.7,0,0,0,0,107,69.5,57.2,71,867,207,"19,849",100.0,0
Namakkal,"20,346","18,402","4,537",81.6,95.4,672,60.9,0,50,0.0,"9,166",,"17,275","17,325","4,158","6,239",72,"17,416","16,112",945,71.1,1.4,"3,639","1,099",91.8,98.4,75.1,13.0,0,1,9,0,48,79.6,43.5,18,840,104,"18,611",100.0,4
Nilgiris,"7,960","7,549",905,82.0,89.6,101,52.9,0,2,0.0,"1,587",171,"5,394","5,396","1,418",586,32,"5,386","4,816",989,7.1,0.9,"4,022",347,78.7,99.1,66.2,3.8,0,0,7,0,177,80.9,60.5,55,204,143,"7,183",100.0,1
Perambalur,"8,958","8,176","2,853",80.2,100.0,265,100.0,0,3,0.0,"2,620",,"8,000","8,003","1,917","1,580",53,"8,006","6,842",970,100.0,1.5,507,545,57.4,85.7,59.1,13.9,0,0,3,0,142,92.2,79.9,3,42,61,"8,278",100.0,0
Pudukkottai,"25,525","24,461","7,308",89.5,93.0,658,35.0,0,0,,"9,708",0,"21,464","21,464","4,535","3,738",133,"21,541","16,228",931,58.7,4.2,"2,731",705,54.0,84.7,85.9,2.9,0,0,13,0,49,86.0,53.5,18,842,105,"22,702",100.0,0
Ramanathapuram,"20,043","19,340","4,212",91.7,82.4,954,17.3,0,0,,"7,776",394,"16,667","16,667","4,191","4,337",27,"16,734","13,354",939,2.7,3.0,"3,370",534,64.9,87.3,79.6,1.9,0,0,6,0,95,56.3,40.9,0,"1,184",79,"18,613",100.0,0
Salem,"55,686","52,591","13,858",91.3,75.3,"1,795",37.1,1,0,100.0,"26,996",,"49,904","49,905","7,601","11,583",488,"50,063","33,722",927,31.5,2.0,"4,121","2,268",74.8,92.8,65.7,21.5,0,0,23,0,135,78.3,38.2,233,"1,382",179,"48,896",100.0,0
Sivaganga,"18,739","18,358","4,698",92.7,57.1,"1,058",33.1,0,0,,"6,092",,"17,504","17,504","4,963","3,241",57,"17,505","16,613",938,37.9,2.6,"11,131",624,67.1,85.6,79.0,4.3,0,0,19,0,119,67.9,47.1,14,"1,065",139,"18,276",100.0,3
