Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,852,251","863,131","1,341,543","1,515,772","1,313,975","628,720","38,071","131,837","51,463","80,374","936,530","686,204","1,275,263","1,407,100","41,777","30,589","1,394,413","26,567","341,610","981,914",900,"32,001","11,988","5,841","309,134","314,975","371,133","24,234","7,440,694","78,098,364","765,370","1,419,001","1,449,100","1,401,607","1,421,979","1,364,440","1,336,402","1,070","106,742","205,555","16,019"
Ajmer,"79,658","35,344","51,082","61,644","59,728","51,176","3,490","2,796",230,"2,566","37,210","24,451","57,755","60,551","4,069","2,179","59,301","1,707","17,179","34,054",899,"1,695",450,259,"10,918","11,177","10,209",808,"266,136","2,235,779","36,615","59,401","61,862","58,432","57,257","58,654","53,822",,"10,306","21,369","1,308"
Alwar,"103,895","38,718","73,960","85,617","35,903","22,747","3,668","12,580","3,637","8,943","46,816","28,302","61,270","73,850","2,055","3,016","73,105","1,398","17,976","53,284",889,"1,943",214,475,"16,280","16,755","19,774","2,728","376,308","3,215,809","34,530","77,790","79,745","76,696","77,610","72,563","70,876",12,"5,800","4,692",688
Banswara,"54,303","25,774","43,663","52,592","32,851","31,892","2,680","3,158","1,191","1,967","37,353","25,868","40,102","43,260","1,084",,"42,123","1,137","4,495","41,324",950,"1,086",340,29,"7,435","7,464","12,380",,"170,078","1,457,850","42,123","42,119","42,396","41,651","41,875","40,977","40,977",,"6,005","14,149","1,224"
Baran,"30,741","16,584","20,655","27,216","32,416","10,956",618,749,414,335,"22,554","14,821","23,944","24,693",526,20,"24,292",453,"12,553","22,077",915,350,121,74,"6,894","6,968","5,519",290,"141,376","1,579,587","22,061","25,423","24,905","25,040","25,752","25,044","26,200",14,"1,721","8,417",616
Barmer,"67,655","28,354","43,112","64,301","62,586","10,593",434,"17,039","5,056","11,983","34,846","26,343","39,929","56,968",159,234,"53,558","1,420","9,669","47,155",872,"1,213",32,43,"9,456","9,499","15,806",,"538,147","4,847,962","17,129","55,951","58,676","56,056","57,372","53,896","53,993",2,"1,174",889,264
Bharatpur,"70,803","44,389","53,754","63,141","37,525","7,946",575,"10,542","8,505","2,037","41,824","23,511","49,829","60,371","1,243","1,568","59,747",624,"45,092","49,892",877,"1,723","1,265",106,"10,634","10,740","17,023",306,"310,423","3,475,938","36,409","59,747","55,845","54,441","57,814","58,388","58,388",259,"1,739","1,937",582
Bhilwara,"62,444","44,789","51,100","62,663","45,140","25,598",366,"2,858","1,724","1,134","35,150","28,356","43,050","45,908",927,,"45,046",961,"12,076","35,449",909,811,378,157,"9,633","9,790","16,136",673,"373,926","3,120,011","12,744","51,001","50,335","50,471","52,400","49,443","48,935",57,"4,862","6,314",517
Bikaner,"73,012","22,382","48,719","56,306","75,351","19,084",435,"10,190","4,433","5,757","32,185","22,559","41,609","51,799","1,931","1,182","50,586","1,213","9,098","37,804",911,439,19,248,"9,757","10,005","9,984",277,"182,444","2,603,248","17,331","50,500","57,782","54,498","54,935","53,722","51,801",1,"3,126","5,820",194
Bundi,"25,106","17,141","19,400","24,267","18,288","17,247","1,422",214,106,108,"19,051","14,215","20,830","21,044",454,,"20,658",451,"3,740","17,658",919,809,719,65,"5,265","5,330","7,596",,"250,885","1,821,720","17,733","20,218","21,878","21,627","22,086","21,648","20,707",389,"1,387","7,074",304
Chittaurgarh,"36,345","22,658","29,439","34,628","28,953","14,498",280,"1,483",290,"1,193","23,180","16,979","26,793","28,276","1,253",14,"27,872",643,"12,622","20,993",891,"1,475",441,191,"8,727","8,918","10,277",602,"204,281","2,028,004","15,158","27,941","31,213","30,976","31,786","30,404","30,422",5,"2,705","5,730",184
Churu,"50,164","36,466","39,574","47,202","50,847","20,865","1,365","2,887",371,"2,516","29,119","19,991","35,515","38,402",318,415,"37,954",528,"6,211","30,041",901,652,170,499,"7,303","7,802","10,381",2,"231,975","2,935,364","14,113","36,236","41,742","40,551","40,916","38,910","38,764",4,"3,805","5,609",172
Dausa,"43,601","17,225","28,019","35,600","25,126","9,726",299,"3,143","1,710","1,433","17,836","12,571","29,871","33,014",52,203,"32,707",441,"6,669","18,783",870,368,280,14,"7,577","7,591","7,403",218,"156,536","1,882,570","28,511","32,595","33,659","32,426","32,168","32,230","30,117",16,316,834,260
Dhaulpur,"31,964","16,245","19,512","29,902","11,002","9,576",228,"2,726",768,"1,958","23,507","20,226","25,937","28,663",288,,"28,319",418,"2,745","24,334",915,358,219,51,"4,785","4,836","5,969",,"117,591","1,492,424","16,822","23,748","27,677","26,843","27,051","24,719","23,695",15,"1,836","2,267",486
Dungarpur,"37,428","21,043","28,967","35,589","30,574","19,729",832,"2,512","1,337","1,175","23,443","20,153","29,027","31,539",525,,"30,780",778,"4,353","23,066",903,996,748,13,"5,270","5,283","8,207",,"239,808","2,376,822","13,211","33,798","29,869","29,273","29,614","29,183","29,121",15,"4,803","6,043",727
Ganganagar,"43,139","27,335","38,877","33,226","24,127","26,744","1,569","1,218",169,"1,049","21,890","13,826","32,849","34,067",552,755,"33,430",705,"4,601","21,423",923,511,34,253,"9,171","9,424","14,505",343,"201,880","1,533,020","18,404","33,741","37,044","36,389","37,542","35,561","35,561",,"3,193","12,214",364
Hanumangarh,"40,758","23,034","31,077","30,651","28,156","26,770",927,"1,562",786,776,"16,748","16,739","33,165","34,727",605,"1,041","34,199",528,"10,198","17,545",932,620,128,334,"8,527","8,861","10,036","2,568","99,893","688,763","20,684","34,726","34,758","34,224","33,874","33,489","33,193",25,"2,837","13,922",531
Jaipur,"214,181","61,150","134,754","108,219","151,391","63,917","5,115","3,915","1,563","2,352","70,732","56,022","126,785","130,700","11,748","6,369","129,499","1,738","32,997","53,012",885,"4,551","1,734",801,"28,333","29,134","18,210","9,061","316,463","3,393,434","85,980","131,079","123,495","114,800","112,934","105,468","106,364",,"15,090","25,247","1,068"
Jaisalmer,"12,387","4,796","8,128","11,853","15,810","3,454",232,"4,929","1,685","3,244","8,712","6,663","9,077","14,006",72,2,"13,537",428,"3,158","11,450",882,951,140,20,"2,336","2,356","2,767",,"51,956","863,033","9,055","16,116","14,088","13,268","12,358","11,844","12,930",19,409,"1,285",80
Jalor,"55,285","20,349","40,720","44,479","42,319","7,620",336,"5,488","1,570","3,918","22,623","14,076","37,919","43,407",56,757,"42,674","1,086","5,598","26,339",872,314,135,19,"9,191","9,210","12,056",240,"204,085","3,031,063","7,887","38,739","39,027","37,927","38,813","37,934","36,921",,"1,437","2,053",196
Jhalawar,"34,880","22,457","27,595","32,232","22,380","7,889",355,"1,373",882,491,"25,114","22,866","27,962","29,335","1,347",494,"28,743",676,"8,444","25,672",892,703,361,18,"6,929","6,947","9,595",8,"167,029","2,372,263","24,201","28,190","29,172","29,283","29,508","29,029","27,733",10,"2,532","1,681",979
Jhunjhunun,"41,560","24,741","32,720","36,958","31,272","18,631","1,043",926,598,328,"12,898","11,328","31,604","32,530",23,"1,412","32,355",393,"3,877","13,313",858,572,113,387,"9,981","10,368","13,476",476,"296,773","4,813,609","9,632","37,263","38,111","36,987","37,829","35,583","35,807",1,"3,422","5,345",78
Jodhpur,"107,860","35,467","83,335","80,066","75,471","14,685",703,"14,087","5,978","8,109","50,827","29,010","68,281","82,368","1,515","1,802","86,461",962,"21,891","56,029",923,508,202,436,"16,985","17,421","16,566","2,936","237,163","2,552,943","48,562","89,897","87,300","84,901","84,915","80,522","81,660",40,"2,648","9,478",192
Karauli,"45,324","25,199","34,281","38,995","20,635","7,294",980,"2,123",651,"1,472","23,273","21,679","30,155","32,278",58,575,"32,010",543,"3,147","22,241",911,774,119,23,"7,781","7,804","7,397",98,"155,722","1,585,110","19,718","28,495","33,789","32,047","32,335","29,888","28,530",12,302,"6,279",540
Kota,"43,167","21,048","36,750","32,872","24,525","8,527",666,"1,980","1,248",732,"20,388","16,949","32,583","34,563","2,947","2,296","34,049",544,"5,706","14,679",936,442,250,355,"10,113","10,468","8,394",829,"247,077","2,159,524","28,287","33,816","34,849","33,845","33,789","32,512","29,900",12,425,"1,303",229
Nagaur,"80,956","43,921","61,201","72,080","44,454","31,989","1,016","3,445","1,317","2,128","41,920","33,576","54,790","58,235",878,"1,269","57,305",873,"5,552","39,986",889,"1,269",97,179,"13,774","13,953","17,318",233,"116,220","914,792","26,306","65,926","65,049","62,367","64,250","59,722","54,556",3,"5,780","2,642",207
Pali,"45,970","19,479","33,709","43,471","54,065","18,272","1,424","2,391",538,"1,853","29,828","23,850","37,449","39,840",689,302,"40,710","1,144","26,854","33,152",880,635,296,257,"12,508","12,765","14,648",,"203,889","2,072,011","26,556","47,145","41,659","40,800","43,493","42,093","41,776",36,"7,297","6,937",395
Pratapgarh,"21,559","9,407","16,046","20,243","19,876","11,882","1,804",754,190,564,"16,518","11,955","16,906","17,660",106,,"17,226",564,"5,029","13,779",948,434,54,50,"3,895","3,945","4,595",,"62,903","507,638","12,135","18,235","18,320","18,123","18,503","18,098","17,739",10,703,749,205
Rajsamand,"32,632","12,708","23,085","26,500","22,054","13,374",382,"3,625",459,"3,166","17,155","15,571","20,329","23,954",82,992,"23,609",481,"7,004","14,787",900,774,365,133,"3,529","3,662","7,047",122,"184,497","2,025,098","12,307","22,293","25,129","24,033","23,565","23,035","22,279",8,"2,461","3,544",415
Sawai Madhopur,"33,450","20,261","24,578","32,899","20,285","8,793",558,"1,613",831,782,"19,612","15,679","25,064","26,677",496,,"30,719",363,"7,334","20,869",904,256,175,46,"5,716","5,762","7,497",209,"162,604","2,005,420","18,390","25,421","31,417","29,683","28,775","27,930","27,838",29,"1,121","1,059",77
Sikar,"65,814","30,489","43,872","52,858","39,484","17,569",705,"1,304",538,766,"24,272","21,965","55,050","56,354",311,"1,655","56,119",481,"9,345","55,893",876,988,758,132,"12,139","12,271","14,158",5,"343,236","3,732,930","12,351","55,096","54,957","54,087","56,694","52,476","49,600",8,"2,498","3,371",108
Sirohi,"30,402","16,790","24,321","30,380","30,365","17,092",403,"1,244",190,"1,054","16,108","12,243","24,011","25,255",117,688,"24,485",768,"3,657","16,115",892,358,205,33,"6,622","6,655","9,334",25,"136,058","1,331,585","8,156","26,601","25,238","25,277","26,663","26,085","25,159",14,931,"6,880",383
Tonk,"34,829","23,707","29,886","32,242","22,527","18,301",892,423,228,195,"20,438","20,058","28,109","28,532",712,564,"28,036",599,"5,422","20,487",909,"1,535",299,48,"7,812","7,860","9,633",91,"194,878","2,205,390","18,842","27,508","28,334","27,865","28,977","27,629","27,515",1,"3,752","4,670",648
Udaipur,"100,979","33,681","65,652","74,880","78,489","34,284","2,269","6,560","2,270","4,290","53,400","23,803","57,714","64,274","4,579",785,"63,199","1,519","7,318","49,229",936,"1,888","1,127",93,"13,858","13,951","17,237","1,086","498,454","5,237,650","33,427","62,246","69,780","66,720","68,526","65,761","63,523",53,319,"5,752","1,798"
