Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,149,706","928,439","935,358","1,074,958","809,813","823,772","25,173","3,626","2,917",709.0,"714,248","340,179","1,063,704","1,067,330","168,285","65,842","1,004,215","10,405","99,483","729,002",933,"56,590","19,870","1,901","337,944","339,845","322,324","18,118","1,055,342","10,171,759","1,000,051","1,001,969","839,708","885,757","923,166","994,722","939,061","6,848","219,644","912,083","9,666"
Ariyalur,"12,936","9,410","7,405","12,070","6,318","11,681",232,10,8,2.0,"7,371","2,416","11,103","11,113",211,353,"11,065",154,"1,179","6,828",837,690,180,18,"2,747","2,765","5,092",,"9,383","92,465","10,978","11,050","9,284","9,754","10,083","10,926","10,423",276,921,"8,150",28
Chennai,"79,032","75,463","74,227","77,655","70,787","25,183",325,7,7,,"53,311","33,166","79,124","79,131","25,378",2,"65,787",55,"3,190","33,093",947,"3,333","5,014",362,"28,828","29,190","30,360","3,142","85,199","1,514,650","62,884","62,884","60,542","63,068","68,546","71,620","71,560",,"2,054","2,381",578
Coimbatore,"52,261","48,047","43,215","52,803","39,063","6,471",186,72,70,2.0,"20,023","42,004","49,453","49,525","14,879",,"49,453",435,"1,561","39,509",980,"3,019",540,88,"13,826","13,914","15,086",717,"56,675","711,120","49,502","49,497","49,253","48,245","48,345","48,746","47,060",,"11,253","27,753",704
Cuddalore,"40,479","30,251","30,887","37,226","30,342","11,302",370,163,153,10.0,"28,854","22,993","38,533","38,696","4,488",,"36,581",324,"3,968","32,765",863,"1,100","1,131",69,"11,530","11,599","14,725",304,"47,535","483,870","36,520","36,412","30,224","31,906","32,285","33,998","31,571",53,"7,669","57,961",322
Dharmapuri,"28,473","23,875","23,836","28,362","23,672","29,385","1,187",129,97,32.0,"21,075","15,098","27,266","27,395","1,927","1,845","27,363",327,"4,521","21,738",962,"1,772",433,19,"9,246","9,265","8,943",178,"31,790","177,460","26,101","26,167","20,499","20,578","21,717","25,858","24,241",5,"3,751","106,899",396
Dindigul,"34,461","29,850","29,431","32,825","28,710","20,939",359,287,255,32.0,"19,526","14,304","32,174","32,461","4,439",110,"30,059",443,"2,103","21,339",943,"1,907",203,47,"11,056","11,103","10,298","1,627","43,252","414,260","29,291","29,295","23,895","25,349","26,798","28,792","27,949",,"2,394","7,854",254
Erode,"29,826","25,943","23,545","29,197","11,927","14,558",612,118,116,2.0,"16,502","14,244","27,738","27,856","9,995","8,382","27,798",222,903,"24,180",999,"2,556",263,59,"12,244","12,303","8,169",658,"29,006","257,200","26,548","26,542","21,348","22,565","23,131","27,448","25,790",114,"8,854","8,913",152
Kancheepuram,"57,677","43,761","49,070","52,805","43,084","35,674",550,425,416,9.0,"43,725","9,183","55,015","55,440","10,557","1,113","51,735",357,"3,638","37,131",933,"2,079",579,52,"16,295","16,347","10,781",120,"49,713","351,737","51,909","52,243","40,540","44,271","46,252","49,567","46,229",4,"16,922","36,975",252
Kanniyakumari,"24,955","20,746","19,910","23,929","17,296","8,659",54,3,2,1.0,"7,938","1,170","24,176","24,179","1,970","3,747","22,965",130,"1,001","12,349",955,971,331,12,"11,491","11,503","4,924",234,"23,505","241,712","22,891","22,931","18,194","18,335","18,967","22,376","21,211",23,"12,120","23,344",135
