Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"4,939,035","2,785,230","3,837,046","4,725,446","2,193,483","438,988","81,352","1,401,377","802,383","598,994","2,238,755","1,574,169","2,258,183","3,659,560","71,792","16,022","4,012,431","78,954","966,888","2,797,290",909,"38,425","49,835","11,801","322,002","333,803","1,333,660","23,954","2,916,118","49,529,152","2,265,686","4,659,720","4,693,836","4,461,676","4,496,097","4,382,589","4,362,445","2,630","512,854","283,111","1,229"
Agra,"125,281","35,455","76,547","110,536","14,169","1,872",349,"38,221","14,100","24,121","39,071","32,774","39,071","77,292","1,388",,"109,785",893,"24,105","70,339",882,"2,347","1,657",606,"8,072","8,678","31,331",985,"44,881","1,778,675","42,163","112,281","114,866","111,293","110,174","109,507","104,005",,"1,351",986,2
Aligarh,"75,739","69,306","55,216","83,589","48,631","12,185","7,756","13,492","3,449","10,043","36,493","36,393","45,415","58,907",270,903,"45,161",377,"27,559","36,629",857,500,"2,519",334,"3,608","3,942","22,511",,"80,659","1,139,956","39,792","88,260","89,985","82,230","87,080","86,976","88,328",,"1,159","1,413",13
Allahabad,"134,122","72,461","101,138","127,654","111,725","8,405",896,"41,695","29,776","11,919","60,121","41,919","60,123","101,818","1,567","4,055","113,724","3,477","28,877","66,396",884,"6,006",567,939,"14,898","15,837","28,103",557,"40,727","531,814","37,844","125,194","130,034","120,996","120,024","127,341","127,341",,"18,609","9,176",17
Ambedkar Nagar,"53,736","53,304","40,420","49,718","29,744","5,656","2,702","27,987","15,521","12,466","25,900","25,581","25,900","53,887",503,,"54,927",54,"24,505","32,720",808,1,1,15,"1,984","1,999","11,881",1,"10,847","145,733","38,402","47,321","47,846","44,228","45,993","48,499","41,160",,"2,791","1,167",
Auraiya,"32,914","12,027","31,096","30,962","2,298",,,"8,167","5,463","2,704","17,429","17,381","17,429","25,596",,,"27,534",42,"2,186","24,810",868,,7,1,"1,723","1,724","16,213",,"30,892","542,880","8,703","31,856","32,469","30,901","31,159","29,904","29,904",,,48,
Azamgarh,"96,503","32,807","59,030","82,055","15,514",146,44,"21,417","14,112","7,305","50,784","29,758","50,784","72,201",619,,"71,388",461,"13,785","75,277",988,31,117,24,"8,146","8,170","19,495","2,656","24,123","552,412","35,996","90,283","95,606","89,362","90,134","89,986","89,986",1,"81,537","6,832",
Bagpat,"34,162","20,126","24,511","28,578","28,015","3,406",531,"3,940","2,041","1,899","11,148","4,920","11,195","15,135",319,263,"22,376","1,121","4,856","18,899",815,38,31,26,"2,937","2,963","9,100",787,"28,690","363,145","12,287","25,645","32,255","31,137","29,884","29,976","28,813",,718,342,2
Bahraich,"74,977","94,160","61,691","87,195","56,455","27,143","11,162","29,359","20,411","8,948","50,212","50,210","50,212","79,571",642,470,"61,587",47,"16,239","55,989",873,"1,963","2,382",250,"2,071","2,321","21,896",16,"3,673",,"19,182","81,026","81,706","76,560","80,911","80,683","80,683",,"3,282","3,326",
Ballia,"70,090","24,104","61,778","61,221","2,954",475,92,"23,435","10,166","13,269","46,813","23,072","46,813","70,248",213,,"66,165",116,"7,433","60,016",906,,7,7,"5,412","5,419","7,253",,,"112,446","33,541","72,163","69,141","70,674","70,089","64,005","66,343",,,,38
Balrampur,"63,694","42,727","44,769","62,668","30,566","8,394",,"36,406","20,658","15,748","21,522","21,635","22,542","58,948",220,25,"59,785",220,"22,009","39,826",885,,,2,"1,110","1,112","14,788",,"2,213",,"41,443","50,071","52,652","54,314","53,548","52,137","51,347",,"1,524",819,
Banda,"43,585","15,723","26,005","38,384","17,679","14,559",919,"5,072",3,"5,069","34,846","25,194","34,846","39,918",43,584,"39,204",827,"1,678","39,204",958,722,332,11,"3,466","3,477","14,650",,"41,724","1,202,645","27,700","45,003","42,373","40,151","42,900","42,486","42,486",,"2,262","2,573",347
Barabanki,"90,959",,"64,108","80,422","30,317","15,586","9,770","13,855","5,538","8,317","50,863","30,069","50,863","64,718","1,931",,"64,111",607,"16,625",,842,446,"1,087",5,"3,412","3,417","24,361",,"32,567","802,770","50,658","83,903","81,781","79,935","80,067","81,647","81,647",,,,
Bareilly,"95,897","95,732","65,328","113,197","22,875","3,032",160,"57,415","24,508","32,907","16,056","1,829","16,056","73,471","1,243",,"102,896",389,"49,654","34,059",902,115,597,184,"4,664","4,848","22,432",194,"58,961","1,731,352","28,874","110,128","125,474","114,889","109,144","109,222","107,889",,"92,301","3,141",
Basti,"73,721","59,826","67,906","67,611","24,220","3,799","2,383","18,714","9,015","9,699","51,829","50,977","51,829","70,543","1,196",34,"69,679",176,"16,913","69,679",923,,,27,"1,935","1,962","13,356",,"29,320","631,675","24,391","65,535","65,360","64,265","63,159","61,571","60,619",,"8,598","7,195",80
Bijnor,"92,514",,"74,447","84,802","20,384","6,844",356,"31,164","15,505","15,659","23,591","6,330","23,591","54,755",,,"75,382",955,"23,440","25,613",879,"1,460",900,37,"2,932","2,969","42,292",,"205,054","1,260,470","46,194","85,225","87,784","82,228","85,338","78,683","81,328",,,,
Budaun,"99,211","99,211","70,395","89,858","46,652","46,742","1,917","26,050","16,738","9,312","47,956","41,853","47,956","74,006",281,,"65,885",951,"13,262","48,682",921,"2,563","2,479",,"2,560","2,560","12,103",,"35,221","416,000","54,548","92,542","97,510","89,606","86,744","86,570","90,490",,630,127,
Bulandshahar,"76,000","60,785","57,052","66,808","26,536","21,588","1,069","23,215","14,477","8,738","28,822","22,427","28,822","52,037",345,,"63,752",256,"17,419","49,104",897,772,"1,155",267,"4,713","4,980","26,434",,"17,560","978,300","46,085","76,922","85,780","74,968","76,809","78,887","78,887",,"5,335","6,169",20
C S M Nagar,"54,460","2,047","42,323","51,103","22,025","5,507",171,"3,703","2,855",848,"31,999","22,772","31,999","35,702",5,,"40,125",515,"2,314","21,096",939,,14,4,"3,547","3,551","27,968",,"35,651","691,467","22,640","45,915","47,313","46,557","46,795","45,940","45,940",7,"2,249",924,
Chandauli,"44,576","46,801","43,188","49,013","27,685",778,468,"10,932","2,222","8,710","19,944","20,913","19,944","30,876",56,,"39,336",435,"13,017","6,429",967,95,,654,"5,571","6,225","6,909",966,"50,068","687,122","17,580","45,956","47,189","42,721","42,816","41,005","40,979",,634,263,
Chitrakoot,"22,681","6,726","13,429","20,298","18,921","5,775",616,"2,598","1,469","1,129","19,172","19,874","19,172","21,770",,,"23,962","1,198","9,395","19,214","1,004",870,24,14,"2,879","2,893","4,944",,"39,137","387,105","15,262","22,882","23,691","21,637","22,635","22,039","22,666",,"4,773","2,785",
Deoria,"76,451","33,098","51,936","62,494","15,851",314,6,"17,915","11,552","6,363","48,862","48,332","49,022","66,937",788,,"66,172",675,"22,730","58,091",927,407,512,8,"5,985","5,993","26,857","2,798","88,084","448,360","25,769","59,735","74,783","73,874","72,754","62,921","71,060",,"8,605","4,820",15
Etah,"38,588",180,"29,678","39,344","28,006","4,053","3,260","13,442","6,790","6,652","15,179","10,994","16,367","29,809",48,19,"32,314",175,"7,927","19,709",888,169,111,206,"1,871","2,077","9,369",,"8,014","58,431","18,946","26,283","38,713","35,326","35,744","34,524","26,951",,261,"28,751",
Etawah,"34,345","4,883","39,430","35,635","14,353","1,218","1,386","3,079","1,869","1,210","24,458","6,112","24,974","28,053","1,051",947,"31,592",303,"6,603","17,252",856,247,291,4,"2,034","2,038","21,330",13,"51,305","780,559","17,034","29,629","37,340","35,173","37,142","38,015","35,868",,"1,769","5,301",7
Faizabad,"55,984","28,679","42,775","53,091","12,884","5,202",975,"17,432","4,508","12,924","36,738","29,758","36,738","54,170","2,073",,"54,089",677,"11,712","40,658",906,206,83,46,"2,581","2,627","22,208",,"29,097","593,270","30,493","58,884","56,545","54,501","56,820","54,192","54,242",,"6,708","6,482",38
Farrukhabad,"46,772","26,887","29,552","43,184","28,484","2,681",619,"15,446","10,351","5,095","7,937","3,498","7,937","23,383",697,,"27,358",325,"1,659","13,483",977,137,570,2,"1,322","1,324","13,773",,"31,612","591,430","22,198","39,349","46,924","44,023","45,940","42,433","54,232",,"2,806","2,937",50
Fatehpur,"68,474","23,021","55,375","61,477","20,482","7,052",577,"23,328","13,342","9,986","33,065","18,443","33,065","56,393",157,111,"60,330",278,"20,305","45,628",886,"1,452",481,84,"2,936","3,020","22,543",226,"26,121","786,305","37,352","66,631","66,440","63,654","64,668","67,636","67,636",,"2,552","8,359",54
Firozabad,"71,054","53,192","46,282","60,713","26,604",,,"20,739","13,633","7,106","26,742","25,180","26,742","47,481",77,,"54,581","2,001","16,201","52,359",844,6,"1,612",7,"2,630","2,637","25,755",,"49,396","698,280","75,020","101,713","55,968","52,323","50,116","47,290","52,754","2,244",788,"3,318",
Gautam Buddha Nagar,"37,158","33,152","30,003","33,928","19,760",,,"8,626",928,"7,698","9,532","8,633","9,532","18,158",255,"2,315","25,965",63,"2,589","12,312",837,,208,9,"1,729","1,738","12,122",,"74,897","665,090","26,486","29,964","27,064","26,103","26,409","26,576","26,576",,"2,168","2,380",
Ghaziabad,"101,056","20,684","83,179","94,933","78,431",,,"15,275","5,479","9,796","21,564",547,"21,564","36,839",394,,"68,905",112,"3,510","13,451",871,536,"1,617",886,"3,564","4,450","14,799",121,"33,166","379,794","53,398","86,950","91,042","86,722","87,427","78,275","78,275",,"3,773","6,916",
Ghazipur,"85,743","85,743","73,090","73,262","50,934","26,427","13,348","33,560","28,564","4,996","59,379","65,736","59,379","92,939",619,,"78,069",357,"29,859","77,376","1,013",115,289,2,"10,634","10,636","10,657",,"2,614","180,148","30,287","77,358","80,245","76,306","80,542","87,449","83,905",,"5,155","4,323",
Gonda,"92,777","28,175","69,795","87,197","30,001","1,054",179,"36,748","29,297","7,451","37,074","37,674","37,210","73,958",837,109,"74,273",595,"10,938","28,761",838,,86,1,"6,003","6,004","21,860",,"39,661","763,710","27,109","79,765","75,776","72,607","71,509","72,739","72,725",,"101,821","3,561",
Gorakhpur,"118,268","38,716","84,709","106,319","47,287",517,,"28,836","15,955","12,881","61,494",243,"61,494","90,330","1,656",349,"95,107","1,243","14,507","95,307",964,519,572,147,"12,755","12,902","39,594",,"25,401","945,623","44,248","106,270","107,512","102,746","99,832","93,879","70,576",5,"8,226","2,534",
Hamirpur,"27,615","19,967","22,090","25,163","19,857","3,265","1,540","5,108","2,927","2,181","15,898","13,641","15,898","21,006",38,,"20,381",178,"9,020","19,662",882,111,"2,286",105,"1,863","1,968","13,890",,"34,786","599,744","19,034","23,814","23,591","23,499","23,270","23,624","23,624",,654,"4,047",
Hapur,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Hardoi,"108,773","25,582","101,426","92,936","3,948","12,193","1,029","42,229","37,926","4,303","55,950","36,145","55,950","98,179","1,183",,"102,773","1,441","25,803","85,423",866,167,"1,050",303,"10,114","10,417","49,483",,"46,948","1,580,933","60,699","101,110","97,921","91,593","94,324","93,213","100,508",,"7,402","5,612",62
Hathras,"40,355","19,277","35,984","36,215","26,367",722,166,"15,833","5,634","10,199","19,250","9,763","19,250","35,083",31,,"32,010",260,"4,782","29,940",857,"1,947","2,161",2,"3,154","3,156","17,628",,"99,974","1,102,170","27,100","37,939","35,414","32,728","33,631","33,247","33,246",,"2,121","6,983",9
Jalaun,"43,731","32,972","31,715","39,688","28,200","14,820",16,"4,479","2,988","1,491","23,730","23,671","24,290","28,769",47,268,"27,609",552,"10,504","27,493",870,"1,241","1,107",2,"3,513","3,515","16,556",,"53,197","885,639","27,268","38,436","40,901","39,041","39,366","39,900","39,900",,"2,231","2,797",
Jaunpur,"120,264","71,167","111,384","111,627","17,153","7,126",485,"46,564","34,679","11,885","60,928","37,033","60,928","107,492","1,019",,"107,495",360,"30,592","63,063",956,"1,271","1,096",30,"10,092","10,122","25,851",,"42,582","1,112,200","40,484","126,047","117,891","114,425","117,056","126,989","126,525",,"12,753","6,047",8
Jhansi,"52,295","52,295","29,778","49,222","28,984",206,93,"7,299","5,662","1,637","21,318","24,682","23,328","30,627",802,128,"41,811",422,"8,085","38,987",785,199,842,16,"8,463","8,479","18,707","1,343","33,057","439,778","28,892","51,934","52,901","50,552","49,910","42,822","44,180",,"5,757",804,
Jyotiba Phule Nagar,"41,624","39,806","37,205","35,744","13,405",786,6,"18,322","7,831","10,491","15,453","15,453","15,453","33,775",1,,"33,592",186,"6,101","33,127",943,33,33,26,"5,323","5,349","11,717",,"28,551","628,000","26,346","42,020","44,154","40,516","40,436","38,988","38,988",,"3,860",552,
Kannauj,"40,109","38,625","37,404","38,869","40,007",,,"6,570","1,611","4,959","21,362","19,121","21,362","27,932",,,"29,896",227,857,"28,079",919,8,50,248,"1,199","1,447","19,128","1,175",,,"28,229","44,224","42,890","41,780","43,819","43,774","43,764",,"2,111","1,984",
Kanpur Dehat,"39,161","16,018","30,341","73,106","71,878","2,800",419,"6,435","3,624","2,811","10,667","10,867","10,667","17,102",92,,"28,760",40,"9,800","17,438","1,006",127,166,"1,014","1,339","2,353","18,799",,"62,269","1,138,090","22,732","36,343","34,079","34,551","38,055","26,051","24,067",,682,"5,470",
Kanpur Nagar,"152,913","27,692","100,112","147,531","25,302","21,351",859,"6,321","2,923","3,398","33,437","36,136","33,437","39,758","3,502",334,"70,549",811,"4,198","26,171",894,212,"2,678","1,338","5,544","6,882","35,389",29,"50,348","1,118,780","48,481","180,813","108,250","101,849","103,594","109,643","109,643",61,"4,365","11,199",2
Kashi Ram Nagar,"44,117","26,767","39,975","43,991","15,116","6,386",429,"6,543","5,411","1,132","18,695","10,540","18,695","25,238",,,"22,817",43,573,"20,654",941,157,151,,"1,549","1,549","17,178",,"37,463","996,900","8,095","38,799","41,629","43,778","43,419","38,980","42,960",,859,"1,976",
Kaushambi,"42,047","8,099","38,146","27,196","34,469","26,396","5,328","6,392","1,312","5,080","31,253","16,659","31,253","37,645",18,1,"39,080",127,"18,146","14,940",922,,,186,"3,638","3,824","8,300",36,"5,292","108,376","25,672","36,706","41,415","39,195","37,790","37,683","37,683",,"1,434","5,441",
Kushinagar,"89,439","44,715","64,121","75,963","17,293",52,12,"24,072","14,022","10,050","51,952","56,774","51,952","76,024",,,"83,455","3,299","11,681","57,969",873,7,10,3,"5,040","5,043","16,823",,"17,850","480,971","20,405","81,916","85,057","81,106","76,804","71,867","87,887",,"3,069",457,
Lakhimpur Kheri,"115,795","14,357","72,746","105,723","67,684","1,992",894,"25,678","15,145","10,533","54,066","2,926","54,066","79,744",709,,"85,049",135,"21,040",,946,393,986,2,533,535,"1,572",,"4,520","1,481","28,717","82,021","85,806","82,567","84,959","82,704","75,415",,,,
Lalitpur,"33,137","14,699","26,823","31,207","21,106","8,411",619,"1,656","1,514",142,"27,550","27,665","27,550","29,206",243,,"29,130",349,"12,038","26,914",923,132,60,6,"15,204","15,210","10,029",,"38,250","174,184","18,163","32,132","30,241","29,791","31,478","30,919","30,919",,"3,323","6,882",98
Lucknow,"57,745","112,860","84,958","179,987","19,807","2,929",211,"12,291","2,368","9,923","38,601","33,483","38,601","50,892","1,748",,"89,038",196,"65,896","65,266",926,33,"3,118",884,"6,862","7,746","19,845","1,461","61,561","807,847","62,327","113,884","102,680","95,956","97,200","88,965","94,903",,"2,928","8,595",
Maharajganj,"65,972","49,965","51,647","54,880","35,929","1,935",97,"10,789","7,018","3,771","33,225","2,016","33,225","44,014",121,,"47,034",591,"9,157","46,947",927,,30,27,"3,309","3,336","13,531",,"6,783","317,625","27,199","56,013","62,047","56,970","55,674","53,426","49,924",,"2,497","2,199",
Mahoba,"22,126","17,631","18,433","19,747","14,143",232,79,"4,579","1,287","3,292","13,086","12,805","13,157","17,736",27,,"18,706",143,"4,202","13,488",809,63,227,14,"3,669","3,683","8,425",,"32,751","513,444","11,734","19,623","18,619","17,441","16,893","18,054","17,720",,"3,216","3,568",
Mainpuri,"53,604","18,735","17,738","53,953","31,582",,,"12,492","9,810","2,682","15,652","15,652","15,652","28,144",,,"28,415",128,"4,120","22,613",946,179,179,4,"1,853","1,857","19,352",,"11,070","492,285","27,277","46,349","49,745","49,262","48,365","45,783","45,783",,142,319,5
Mathura,"63,129","58,619","56,430","60,503","35,059","6,113",,"14,699","7,277","7,422","19,148","19,148","19,148","33,847",222,,"34,728",7,"17,129","34,728",930,1,,52,"3,884","3,936","17,960",,"48,006","426,463","18,120","24,309","34,222","32,516","31,050","30,766","30,766",,,,
Maunathbhanjan,"48,987","7,299","37,830","41,892","17,142","1,016",48,"13,957","12,427","1,530","27,280","23,850","27,280","41,237",128,81,"44,634",563,"5,968","40,388",999,12,56,3,"3,367","3,370","20,152",,"37,992","550,773","16,621","49,060","48,588","46,206","46,140","45,328","44,919",,"9,919","3,533",73
Meerut,"110,699","53,302","73,963","98,000","83,497","2,361","1,243","17,891","1,347","16,544","15,930","3,967","15,930","33,821","1,872",505,"84,482",534,"3,181","72,884",980,"4,084","1,653",813,"5,301","6,114","21,447",,"39,016","627,968","34,261","90,779","99,947","93,547","89,553","87,749","73,421",,"4,979","6,732",
Mirzapur,"63,526","26,773","50,654","58,382","6,553","1,398",121,"14,725","14,604",121,"33,668","33,668","33,668","48,393","1,228",,"59,886",703,"2,168","59,401",992,370,776,378,"8,280","8,658","11,917",,"38,866","811,084","27,440","56,243","62,201","60,910","59,504","56,429","59,404",,"2,544","4,074",
Moradabad,"92,049","53,380","85,007","86,041","91,816","4,806",401,"28,415","14,477","13,938","16,706","14,705","16,706","45,121","1,241",,"38,931",586,"22,549","21,836",911,380,731,197,"3,372","3,569","15,963","2,268","46,165","1,118,624","47,340","83,094","85,437","79,967","80,474","74,835","77,175",,"1,924","1,720",86
Muzaffarnagar,"92,220","36,962","89,675","96,935","50,486","8,543","2,886","34,622","33,481","1,141","23,913","17,518","23,913","58,535","2,404",,"76,955","1,383","9,641","52,714",846,"3,565","1,608",79,"3,926","4,005","25,951",50,"98,569","1,853,952","62,448","64,284","83,975","78,925","78,602","80,552","80,552",,"9,351","6,138",
Pilibhit,"48,000","34,215","34,215","38,914","44,046","7,506",426,"36,590","20,281","16,309","19,060","18,285","19,060","55,650",82,,"41,504",344,"17,647","19,761",966,54,79,1,"2,261","2,262","7,680",,"31,462","721,878","19,167","46,567","44,272","42,498","44,995","43,809","43,799",,"2,655","4,320",
Pratapgarh,"73,393","73,393","87,753","66,018","42,683","11,202",,"21,514","14,261","7,253","40,997","37,923","40,997","62,511","27,061",127,"66,869",647,"22,430","63,006",938,408,"1,492",250,"7,789","8,039","29,225",,"41,667","387,338","39,007","79,695","69,735","63,440","76,449","79,425","72,272",,"3,544","3,224",
Rae Bareli,"53,612","53,612","58,275","50,190","53,612",,,"46,524","39,300","7,224","35,461","2,361","35,461","81,985","1,162",,"46,524","35,461","1,200","38,103",931,63,66,24,"4,006","4,030","17,227",,"65,052","829,163","31,564","35,840","56,024","55,619","55,504","52,937","52,156",,,252,
Rampur,"49,728","41,616","38,758","47,448","16,479","6,331",418,"20,072","2,365","17,707","10,104",,"10,184","30,256",674,"1,039","38,063",124,"6,669","7,276",945,162,45,1,"1,855","1,856","15,393",871,"42,996","854,131","23,466","53,046","52,609","51,686","50,376","50,855","50,855",309,"2,701","3,360",16
