Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"223,737","127,804","169,717","199,972","92,194","48,798","3,767","52,805","26,528","26,277","78,590","55,096","87,600","140,405","5,395",830.0,"139,587","2,146","12,143","119,365",894,"5,569","7,366","2,543","23,357","25,900","125,855","2,669","597,109","6,303,901","117,936","203,678","199,232","194,646","198,014","185,634","174,109",138,"19,456","25,709",142.0
Almora,"10,970","6,282","9,019","9,621","4,535","1,615",257,"4,091","2,607","1,484","5,728","4,554","5,728","9,819",443,,"10,040",218,551,"8,383",872,108,470,539,"1,549","2,088","9,050",,"33,433","381,540","7,002","11,062","10,636","10,440","10,319","9,877","9,444",0,930,"1,744",1.0
Bageshwar,"4,468","3,555","4,314","4,481","1,014",760,0,"2,042","1,725",317,"2,158","1,762","2,158","4,200",22,,"4,199",30,103,"3,995",826,216,257,330,951,"1,281","3,507",,"6,979","86,652","1,790","4,622","4,744","4,730","4,647","4,586","4,073",0,65,196,1.0
Chamoli,"7,950","6,434","6,501","6,808","5,426",496,23,"2,907","2,202",705,"3,795","3,223","3,795","6,702",191,,"6,986",114,520,"6,089",879,44,73,135,"1,546","1,681","5,863",,"24,139","325,527","5,833","7,372","7,882","7,743","7,787","7,124","7,246",7,792,723,6.0
Champawat,"4,646","2,914","3,712","4,293","2,230",300,2,"1,059",773,286,"2,730","1,446","2,730","3,789",0,,"3,642",98,162,"2,993",888,35,127,13,522,535,"1,957",,"10,472","143,158","1,033","4,362","4,192","4,177","4,119","4,035","3,885",0,102,7,
Dehradun,"49,972","34,304","39,346","44,969","23,367","22,475","1,439","3,703","1,087","2,616","14,902","11,647","21,935","25,638","2,482",830.0,"25,283",405,"4,820","20,916",910,"2,990","2,167",548,"4,555","5,103","21,036","2,669","93,322","1,208,950","22,814","45,214","42,166","41,753","43,753","37,958","29,191",34,"6,377","5,940",5.0
Garhwal,"15,249","7,445","8,284","9,919","7,683","6,131",392,"3,010","1,964","1,046","6,840","3,483","7,208","10,218",638,,"9,917",113,727,"9,019",893,302,736,243,"1,593","1,836","6,186",,"36,777","472,636","8,701","12,298","11,056","11,134","11,029","10,273","11,689",19,"4,376","7,620",6.0
Hardwar,"32,836","15,283","21,781","27,550","7,282","6,575",292,"11,744","2,758","8,986","6,029","3,468","6,029","17,773",44,,"18,499",331,976,"12,894",902,466,846,58,940,998,"18,566",,"167,271","1,108,652","15,859","28,752","28,263","26,505","26,283","22,795","22,412",32,"1,927","1,549",30.0
Nainital,"16,624","10,760","16,495","17,006","8,589","2,292",583,"3,810","2,850",960,"7,979","4,988","9,588","13,398",854,,"13,277",129,901,"12,789",890,434,"1,458",327,"2,081","2,408","6,907",,"43,080","519,650","11,614","18,166","18,230","17,538","17,527","19,484","17,084",31,"1,976","2,198",
Pithoragarh,"11,578","6,924","10,555","10,768","5,247",601,181,"3,009","2,467",542,"4,908","3,833","4,908","7,917",218,,"9,202",63,"1,176","8,724",814,165,178,33,"1,781","1,814","8,150",,"35,845","367,761","7,559","10,786","10,546","10,690","10,763","10,761","11,046",2,619,"2,417",56.0
Rudraprayag,"5,054","2,062","4,096","4,950","2,188",307,37,"2,060","1,457",603,"1,679","1,201","1,679","3,739",43,,"3,619",71,271,"3,513",904,77,127,49,368,417,"2,754",,"10,663","63,849","3,715","4,421","4,650","4,741","4,714","4,308","4,347",0,59,393,
Tehri Garhwal,"15,812","4,887","10,772","14,947","9,871",909,129,"5,031","2,167","2,864","4,038","3,784","4,038","9,069",3,,"9,724",76,504,"9,539",951,239,192,21,"2,212","2,233","13,946",,"41,693","514,921","10,038","14,005","14,905","14,468","14,977","14,061","14,047",0,724,116,5.0
Udham Singh Nagar,"42,217","25,008","30,573","38,699","13,380","3,834",378,"8,668","4,112","4,556","14,399","10,481","14,399","23,067",396,,"20,233",388,863,"16,414",908,398,596,135,"3,745","3,880","25,409",,"78,797","923,214","19,935","36,267","35,573","34,689","36,218","34,900","34,296",13,944,"1,993",32.0
Uttarkashi,"6,361","1,946","4,269","5,961","1,382","2,503",54,"1,671",359,"1,312","3,405","1,226","3,405","5,076",61,,"4,966",110,569,"4,097",908,95,139,112,"1,514","1,626","2,524",,"14,638","187,391","2,043","6,351","6,389","6,038","5,878","5,472","5,349",0,565,813,
