Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1706520,1009281,526158,191321,989495
bharatpur,2648760,1582216,722128,399302,1527940
sawaimadhopur,1384131,797613,429752,174309,781532
churu,2063502,1174987,636907,276072,1150557
alwar,3828096,2356147,1232243,532752,2065590
jaipur,6941704,4613708,2171062,435972,4336201
pali,2084056,1152257,624398,243615,1216288
chittaurgarh,1497153,824801,639773,139740,717745
jhunjhunun,2184751,1418552,614545,309618,1261138
rajsamand,1193858,660218,382944,204003,609972
bikaner,2532782,1416511,809802,258954,1465178
banswara,1863322,907216,545742,432326,899816
jaisalmer,707965,335978,180205,129593,400598
jhalawar,1462446,783112,492571,223414,746935
sikar,2762865,1728710,712555,319723,1731014
sirohi,1077975,502175,328879,108300,641058
dhaulpur,1256915,739704,327335,217228,712596
karauli,1513786,852369,457102,206233,851804
tonk,1467423,808598,511257,164674,792281
dungarpur,1452762,748964,206695,469356,786838
jodhpur,3872189,2214530,1108783,474398,2291604
jalor,1915884,907703,696842,239053,981007
udaipur,3163714,1657671,843546,584732,1738882
hanumangarh,1831019,1089802,677445,206860,949708
nagaur,3425971,1871672,1017047,479707,1933050
baran,1267496,741597,372949,206808,688574
kota,2038046,1376648,615324,183698,1240639
bhilwara,2496307,1361604,909126,287738,1301357
bundi,1143198,619978,373226,167986,602069
ganganagar,2007228,1245010,709522,247836,1053888
ajmer,2671787,1610434,857527,241078,1573864
barmer,2754571,1255674,754243,525656,1485914
