Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
udhamsinghnagar,1797994,1189243,509253,159811,1131658
pithoragarh,489970,361840,152600,69952,267968
rudraprayag,246924,181065,79835,36979,130429
hardwar,2048184,1346738,547800,86680,1414548
nainital,1021007,765333,323722,87776,610206
uttarkashi,341399,234597,132726,31790,177145
champawat,271213,195229,64802,37760,168728
dehradun,1845455,1404247,545801,106391,1194872
almora,0,0,0,0,0
tehrigarhwal,623250,431763,161580,125913,338027
chamoli,398213,294989,121220,65235,212199
bageshwar,263113,189995,75958,50073,137999
garhwal,684355,505311,162336,113414,408983
