Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jammu,1490088,1186174,394282,101462,994823
punch,566689,375294,65193,73355,483231
kathua,667587,459132,130903,69964,474559
rajauri,0,0,0,0,0
badgam,855217,442491,119055,90539,660058
pulwama,503782,302991,72749,117791,330780
srinagar,1261479,834222,330793,97331,838047
kupwara,1067234,686622,123923,118513,837598
anantnag,1017568,611728,134363,295419,633157
udhampur,452249,308375,109240,74847,272227
leh(ladakh),146188,117087,74922,17037,57923
doda,284167,187127,42416,49843,199112
baramula,908319,626339,145491,128678,644471
kargil,158113,110134,23773,27916,112371
