Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
coimbatore,3607346,2695065,1513208,129215,1964784
dindigul,2110198,1416264,937472,139930,1032743
dharmapuri,1712439,1014650,736068,115874,860049
pudukkottai,1585271,1066562,616566,126345,841024
thenilgiris,740667,563819,317131,31491,391867
kanniyakumari,1829781,1497356,531433,119472,1177925
salem,3383489,2162849,1500239,140581,1740176
erode,2314140,1498475,1149660,90281,1073597
viluppuram,3352872,2073934,1232439,414672,1704664
ramanathapuram,1318520,929962,475119,110171,732984
nagapattinam,1590081,1166254,482761,169569,935829
namakkal,1677229,1115781,825043,61423,789343
kancheepuram,3743675,2762791,1262170,289001,2191749
karur,1037385,691709,495219,37558,503659
virudhunagar,1902492,1341902,843498,92466,966292
vellore,3839919,2649114,1320418,312650,2206171
sivaganga,1300151,910616,449958,146523,702807
chennai,4584468,3683954,1568699,175085,2834585
thiruvarur,1244720,912482,407200,122607,714742
theni,1213907,831320,518692,57833,637281
madurai,2940101,2164042,1125145,171484,1642905
thoothukkudi,1713053,1302904,643060,90561,979348
cuddalore,2538401,1728393,814571,312446,1410393
tirunelveli,3003096,2176682,1239737,164099,1599136
perambalur,550121,355893,248238,44320,257520
ariyalur,742627,460608,267982,88906,385512
tiruvannamalai,2406417,1554777,940270,261094,1204863
thiruvallur,3509191,2575528,1155936,265480,2086174
tiruchirappalli,2658593,1959993,1049487,132651,1476068
thanjavur,2366682,1723091,816865,141062,1408505
