Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jammu,1495719,1179041,396538,101001,998568
punch,552884,356460,66287,75305,454666
kathua,660027,448421,132546,68045,465714
rajauri,0,0,0,0,0
badgam,839925,425362,120824,89400,641206
pulwama,511511,301684,75946,113369,336379
srinagar,1257928,821412,330758,94064,836841
kupwara,1036592,644258,123911,116517,806244
anantnag,1026083,601801,139736,281910,640850
udhampur,465669,310334,114566,76993,277495
leh(ladakh),144302,113431,72074,17165,57992
doda,299439,191390,46389,52587,206622
baramula,921936,614039,150913,126823,652636
kargil,155515,106352,24451,27142,108677
