Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
eastkhasihills,825921,578030,289576,37209,499135
southgarohills,142334,82061,38397,14671,89264
westgarohills,643290,358701,188370,67322,387597
ribhoi,258840,155859,90875,15598,152366
jaintiahills,395123,187527,110616,43562,240943
eastgarohills,317917,192147,83936,42136,191844
westkhasihills,383461,230677,119802,43542,220116
