Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
malkangiri,625310,261397,181725,136224,307551
nayagarh,973210,706617,231557,118397,623595
cuttack,2654629,2061312,705098,247086,1702898
khordha,2292980,1801227,650301,168094,1476202
kandhamal,742189,414324,166236,195323,381537
sonapur,0,0,0,0,0
rayagada,982772,428549,225716,250872,508252
debagarh,316645,204795,84901,85156,147008
dhenkanal,1206194,851842,278933,166534,762136
kalahandi,1603285,838627,376231,392494,836876
koraput,1401306,596274,401048,306397,694347
mayurbhanj,2551455,1418194,541835,709786,1306712
kendrapara,1454980,1114584,325284,150875,979658
bargarh,1495469,1010865,484435,297070,715882
sundargarh,2121704,1380304,540944,347293,1233845
jagatsinghapur,1145225,905752,294795,117191,733891
jajapur,1848821,1323194,414134,150233,1285102
ganjam,3568153,2278125,909273,613906,2045373
nuapada,618981,313740,153869,158579,306870
kendujhar,1827644,1084406,447531,335893,1045171
bhadrak,1524779,1123065,330874,147998,1047096
baleshwar,2352413,1668060,633448,336283,1388669
puri,1719689,1322251,459066,185355,1079577
jharsuguda,586989,416580,176538,77884,332988
sambalpur,1052280,721924,342873,172298,537404
gajapati,584071,273272,169437,126780,288297
balangir,1683923,962578,407664,332209,945017
baudh,448583,282969,125676,99517,223710
nabarangapur,1242399,494627,280588,342344,620054
anugul,1288037,892220,319458,215377,753677
