Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kochbihar,2892472,1960355,915419,247931,1729297
kolkata,4481610,3630826,1567114,259843,2671130
jalpaiguri,3974756,2665225,1181297,378100,2416115
northtwentyfourparganas,10239942,7939177,3150283,553045,6541344
uttardinajpur,3135028,1639161,847788,258281,2029996
haora,4974444,3766757,1557348,351505,3070972
hugli,5619866,4246131,1754616,463397,3404286
murshidabad,7380954,4426068,2100367,631834,4657077
puruliya,3015880,1731606,607170,672577,1740740
nadia,5288152,3677145,1636892,254814,3396566
maldah,4145386,2282119,1068618,513338,2565755
medinipur,0,0,0,0,0
southtwentyfourparganas,8439164,5882529,2076013,1068591,5311286
darjiling,1898409,1387476,544365,167074,1189474
bankura,3683407,2348787,910927,564250,2212059
barddhaman,7893377,5484761,2223879,791305,4882184
birbhum,3608858,2305089,929999,448605,2232508
dakshindinajpur,1713217,1151654,538281,184487,990759
