Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dibangvalley,2446,1473,687,485,1361
westkameng,90109,56410,38857,9490,42201
uppersiang,36548,21837,14025,4475,18585
changlang,163853,90562,51742,13077,99985
westsiang,117606,74524,47177,6138,64495
tirap,119603,59611,44537,6327,69154
lohit,147061,96723,50577,10764,85758
papumpare,220422,168166,60763,25629,136912
eastkameng,95307,59952,29527,6755,60022
lowersubansiri,75057,69066,16767,7303,52821
tawang,58063,35847,29213,4491,24429
eastsiang,107057,77837,36526,8543,62313
uppersubansiri,106761,69105,28986,21692,64397
