Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
coimbatore,3314923,2578047,1376529,120338,1818245
dindigul,2210516,1550438,989257,144380,1076959
dharmapuri,1325930,830029,579298,83177,663963
pudukkottai,1652108,1156341,664839,116734,872570
thenilgiris,730158,575534,320726,30614,379078
kanniyakumari,1911866,1601882,574730,134921,1203722
salem,3583493,2415236,1624283,126073,1836923
erode,2191030,1486871,1073737,79504,1038633
viluppuram,3568225,2324775,1289816,472082,1808106
ramanathapuram,1389294,1030509,497436,123884,768368
nagapattinam,1643255,1261635,489921,203290,953161
namakkal,1777426,1239744,853502,56851,869296
kancheepuram,4270139,3286701,1481355,324922,2465159
karur,1092308,764183,522151,32227,539341
virudhunagar,1982915,1458084,864765,99859,1018658
vellore,4035162,2904621,1401148,346509,2288586
sivaganga,1379217,1011521,472521,172688,735422
chennai,4709841,3870910,1672056,223333,2824293
thiruvarur,1284140,981725,417716,133094,733598
theni,1278733,910646,542762,64447,671684
madurai,3139678,2388346,1224771,190473,1725343
thoothukkudi,1788102,1398169,672155,90734,1025340
cuddalore,2675222,1906536,860602,354072,1462140
tirunelveli,3153199,2374533,1303885,165999,1683505
perambalur,580738,396868,262144,44939,273720
ariyalur,767362,501467,276566,86332,404809
tiruvannamalai,2524752,1702186,1000817,275303,1248928
thiruvallur,3960673,3026061,1347218,317081,2299097
tiruchirappalli,2787512,2121152,1116198,130656,1541257
thanjavur,2445747,1861580,852482,138142,1455502
