Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
coimbatore,3531906,2665322,1477816,126936,1927077
dindigul,2134842,1448678,950158,141030,1043624
dharmapuri,1606355,964963,693289,106657,806173
pudukkottai,1601723,1088331,628295,123871,848802
thenilgiris,738025,566725,318026,31269,388630
kanniyakumari,1849966,1522830,541941,123160,1184322
salem,3432418,2223359,1530332,136805,1763875
erode,2282728,1495565,1130190,87457,1064747
viluppuram,3405460,2133985,1246540,428334,1729956
ramanathapuram,1335868,954140,480602,113450,741674
nagapattinam,1603211,1189401,484541,177435,940132
namakkal,1701736,1145558,832067,60246,808614
kancheepuram,3868870,2885367,1313721,297591,2257119
karur,1050851,709156,501819,36148,512352
virudhunagar,1922287,1370050,848765,94261,979125
vellore,3887826,2710803,1340154,320791,2226492
sivaganga,1319482,934857,455496,152667,710823
chennai,4615495,3729829,1593924,186069,2832009
thiruvarur,1254460,929321,409804,125148,719410
theni,1229799,850479,524608,59420,645713
madurai,2988774,2218062,1149265,176046,1663138
thoothukkudi,1731515,1326094,650214,90604,990649
cuddalore,2571936,1771304,825843,322370,1423156
tirunelveli,3039938,2224543,1255472,164572,1619824
perambalur,557621,365722,251644,44474,261478
ariyalur,748735,470499,270103,88255,390248
tiruvannamalai,2435470,1590387,955055,264576,1215731
thiruvallur,3616991,2681446,1201047,277534,2137481
tiruchirappalli,2690253,1999096,1065781,132149,1492102
thanjavur,2386205,1756716,825627,140327,1420110
