Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kurukshetra,920594,596940,274818,52860,592344
kaithal,1034128,588504,283710,88957,659850
sonipat,1396486,929956,392720,130229,871924
yamunanagar,1159627,768855,320366,51826,787013
jind,1289106,763197,381657,141158,764932
hisar,1679123,1024577,526862,156809,994460
rohtak,1023329,697211,288731,63781,667822
karnal,1431892,896815,393842,103145,934673
sirsa,1238819,713523,388258,105396,744107
bhiwani,1568576,984148,439434,179338,948237
jhajjar,934199,632580,255029,88676,585947
fatehabad,899011,501717,278633,87995,530450
panipat,1128468,710169,323168,78926,723777
ambala,1092886,767978,305641,51496,735671
panchkula,531643,369515,172412,28540,330598
rewari,857511,588097,235644,98259,519643
faridabad,1917502,1271856,527162,104811,1281489
gurgaon,1556789,1019740,480486,78674,987602
mahendragarh,887750,580190,210062,132140,543555
