Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1743761,1046899,536423,198195,1009899
bharatpur,2700380,1635461,736125,411367,1553903
sawaimadhopur,1409081,827104,435463,182214,793841
churu,2075585,1188061,641213,276888,1157539
alwar,3907456,2448098,1259513,534597,2117457
jaipur,7105058,4778507,2228814,452400,4426398
pali,2107694,1187054,634179,246972,1226948
chittaurgarh,1474105,826293,631376,136782,706115
jhunjhunun,2209003,1443280,625709,313584,1270615
rajsamand,1212937,681769,393550,212369,612086
bikaner,2621675,1490831,839920,272738,1510963
banswara,1897140,948853,547127,465071,909420
jaisalmer,727790,350535,182666,138465,410764
jhalawar,1488800,805714,501255,230277,758056
sikar,2806650,1768328,719580,325861,1761915
sirohi,1099413,515361,336961,109192,653693
dhaulpur,1282899,769743,332306,223290,727710
karauli,1542344,876626,466785,214643,863168
tonk,1491030,839783,519167,170638,802535
dungarpur,1485972,785108,202002,493181,807528
jodhpur,3968155,2312120,1135898,496408,2340197
jalor,1961007,949481,715637,240633,1006422
udaipur,3212466,1696517,854346,606548,1757293
hanumangarh,1859850,1118749,695836,214076,954888
nagaur,3486660,1930892,1032974,500910,1959164
baran,1290476,766990,379710,214191,697964
kota,2083008,1417553,635129,190251,1260315
bhilwara,2541393,1417619,922306,299922,1322354
bundi,1159695,638219,379456,169489,610886
ganganagar,2026533,1271676,724461,256096,1052587
ajmer,2717292,1654022,873115,248694,1596615
barmer,2833227,1290768,760765,561240,1530135
