Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,1020717,754476,287269,315260,423224
una,537118,419944,137800,80519,319276
sirmaur,545384,383375,197719,96105,253329
lahul&spiti,31242,21892,14493,4799,12295
kullu,450130,323437,199817,81672,169581
kangra,1546821,1200494,309555,388130,852998
bilaspur,390745,300320,102014,115602,176469
chamba,531572,342100,117942,194153,223982
hamirpur,463682,371367,127448,123004,213963
shimla,833657,636949,312996,134712,389560
solan,597737,450921,230063,77353,291431
kinnaur,85328,62627,48195,9949,27341
