Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
saiha,57443,41979,15744,5028,36484
serchhip,62553,51857,28750,3193,29906
kolasib,80000,62503,29231,7181,43299
lawngtlai,107298,57020,35334,7566,64094
aizawl,384125,325062,145791,25579,211382
mamit,81028,55700,34234,3774,42277
champhai,122065,96733,52401,8723,59353
lunglei,156267,115643,61782,15030,79247
