Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1531914,840519,477705,160367,893491
bharatpur,2405090,1340889,656038,344084,1404487
sawaimadhopur,1265857,665200,402303,139639,722789
churu,2004134,1111743,615804,272029,1116270
alwar,3454828,1945674,1104496,523620,1824701
jaipur,6179573,3871146,1903990,362356,3912050
pali,1969784,992986,577712,227505,1164362
chittaurgarh,1617916,817381,683464,155520,778831
jhunjhunun,2067430,1301123,561646,290527,1214802
rajsamand,1102873,562262,334054,166864,599510
bikaner,2131536,1096925,674658,199803,1256242
banswara,1703064,724884,538869,300104,853294
jaisalmer,616649,271774,168390,93068,353422
jhalawar,1337509,679262,451357,192049,693726
sikar,2553973,1543542,678447,290726,1584451
sirohi,976896,441135,291285,103946,581454
dhaulpur,1134680,606205,303577,189301,641607
karauli,1378737,740785,411622,168875,797186
tonk,1354880,669206,473478,137838,742943
dungarpur,1297518,591722,231847,366423,691077
jodhpur,3426072,1784994,982612,378147,2063360
jalor,1705374,724823,610014,231308,863240
udaipur,2930832,1476385,791561,486876,1649680
hanumangarh,1693433,955922,592529,174271,924225
nagaur,3138006,1601724,941022,386416,1807607
baran,1158586,626702,340904,173541,643485
kota,1827383,1189161,525186,154169,1146769
bhilwara,2282599,1113029,845999,233853,1201267
bundi,1064168,536298,343574,160670,559856
ganganagar,1913426,1119834,639324,210368,1060419
ajmer,2455443,1409128,783663,206361,1464879
barmer,2392860,1094006,722463,378851,1283255
