Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kurukshetra,1026700,720058,301382,48345,678586
kaithal,1130309,732890,300199,76175,758381
sonipat,1524556,1097341,402217,121504,1005432
yamunanagar,1290991,925517,365601,48131,878446
jind,1396670,935465,391514,132929,876086
hisar,1834248,1246297,537102,165300,1134710
rohtak,1113893,820448,289239,49102,783733
karnal,1609123,1097826,436362,106402,1067038
sirsa,1374357,885998,414194,99514,863695
bhiwani,1726592,1195892,454134,174689,1102308
jhajjar,991656,738795,235474,69893,698748
fatehabad,1002559,641851,296749,76399,634902
panipat,1316288,901449,361361,66420,896016
ambala,1177431,889862,338898,54261,784491
panchkula,603412,458508,197708,28792,377183
rewari,960770,708449,271062,74979,625461
faridabad,1675402,1273916,455826,62381,1165664
gurgaon,1459742,1245811,496869,37509,946370
mahendragarh,969945,703791,215561,118653,641372
