Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhanbad,2905920,2043756,588176,438087,1918742
giridih,2913276,1948646,472168,1031173,1524207
gumla,846991,553836,200521,206235,452565
chatra,1265063,795636,200302,309084,779648
pakaur,0,0,0,0,0
palamu,1836103,1274248,207046,496869,1174881
purbisinghbhum,2540145,1801396,588465,369020,1585865
sahibganj,1337648,715589,357593,225644,760522
pashchimisinghbhum,1195232,648611,251236,331813,624714
hazaribagh,1433430,975394,232699,387541,863016
kodarma,921941,607261,173159,168050,584892
dumka,1081413,659804,147185,454644,548151
lohardaga,544941,369874,104484,209130,263363
deoghar,1773835,1145570,306927,369754,1120352
ranchi,3008234,2264315,759847,435833,1817031
bokaro,2288307,1595214,414635,453438,1458476
garhwa,1570133,1084111,144242,711247,847562
godda,1538595,862525,233685,463881,873176
