Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
hoshiarpur,1653759,1299296,408563,83599,1165417
bathinda,1528375,1005071,481146,100807,948695
nawanshahr,0,0,0,0,0
sangrur,1477431,979250,403474,55177,1030678
faridkot,661284,444182,195731,33275,432983
kapurthala,853871,637596,258992,38914,556022
moga,1061662,724602,306255,53200,705691
firozpur,2220414,1475533,673819,156360,1390464
amritsar,2185822,1622451,708654,109910,1368260
mansa,822849,510171,259704,104149,462967
patiala,1926804,1364074,559500,88088,1281028
ludhiana,3811970,2937262,1201232,175153,2439614
fatehgarhsahib,640828,481546,199646,20725,421518
gurdaspur,2423421,1837337,663003,130837,1630229
jalandhar,2344965,1810159,750154,89633,1505609
muktsar,985899,625618,301699,50101,635480
rupnagar,510625,392306,126438,39019,352837
