Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
udhamsinghnagar,1697172,1086034,469471,146799,1081625
pithoragarh,485606,350897,147816,70655,267288
rudraprayag,243821,174245,79244,35021,129644
hardwar,1941610,1232002,512113,84188,1345534
nainital,976244,718727,305257,82345,588829
uttarkashi,333814,221429,129804,29839,174243
champawat,263447,183378,63391,37163,162913
dehradun,1744898,1306014,506664,98382,1140279
almora,0,0,0,0,0
tehrigarhwal,620367,415768,164455,118205,338335
chamoli,393795,285286,117115,65627,211175
bageshwar,260965,182920,77369,47012,136837
garhwal,686297,498339,163735,110933,411736
