Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
durg,3647435,2610056,1349103,351690,1955679
korba,1317693,899895,377141,196845,744639
jashpur,911727,554439,307262,235362,374222
dantewada,0,0,0,0,0
rajnandgaon,1682348,1116132,615347,306742,794791
bastar,1469675,764477,388752,360932,723076
raigarh,1623240,1074471,514451,225042,884429
surguja,2581503,1385386,631567,634118,1327862
bilaspur,3075206,1970437,946398,485051,1652423
raipur,4716582,3257691,1440899,639291,2645742
kanker,0,0,0,0,0
koriya,698515,453106,168827,156724,376975
dhamtari,850888,608288,374993,59838,421215
mahasamund,1131569,731805,362691,189462,581846
janjgirchampa,1795935,1212962,489343,588180,789613
kawardha,0,0,0,0,0
