Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kochbihar,2747561,1746807,858216,235469,1653763
kolkata,4511828,3545949,1585779,185117,2731110
jalpaiguri,3773548,2342729,1126873,341139,2305063
northtwentyfourparganas,9784792,7291966,2963820,481424,6336596
uttardinajpur,2884456,1353806,801543,244476,1837797
haora,4728725,3450583,1437581,297869,2989937
hugli,5420228,3917271,1675584,414419,3328687
murshidabad,6837065,3716569,1946715,510298,4375124
puruliya,2846788,1524778,619689,601873,1622292
nadia,5049795,3294475,1555894,238896,3254927
maldah,3838214,1907524,1033662,461732,2341373
medinipur,0,0,0,0,0
southtwentyfourparganas,7893863,5201712,1933876,863897,5086086
darjiling,1796638,1247418,521587,136239,1137304
bankura,3511982,2122905,921891,535772,2051858
barddhaman,7545664,5019943,2111072,700479,4731618
birbhum,3399089,2021133,896005,390898,2110799
dakshindinajpur,1640130,1019726,514917,168890,956126
