Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kochbihar,2712482,1697159,844483,232453,1635401
kolkata,4519414,3525042,1590480,170071,2746314
jalpaiguri,3724858,2268397,1113664,332478,2278106
northtwentyfourparganas,9674202,7138581,2918955,465018,6286419
uttardinajpur,2825007,1290595,790381,241142,1792661
haora,4669215,3375777,1409107,285791,2970014
hugli,5371437,3839115,1656389,403006,3310051
murshidabad,6707474,3557732,1910092,483759,4307344
puruliya,2806018,1477053,622858,585390,1593962
nadia,4991903,3205199,1536279,235074,3220450
maldah,3765046,1823908,1025103,449662,2288413
medinipur,0,0,0,0,0
southtwentyfourparganas,7763134,5044195,1899889,819172,5031295
darjiling,1772060,1214670,516043,129464,1124623
bankura,3470387,2069914,924652,528880,2013655
barddhaman,7461156,4910029,2083776,679451,4694708
birbhum,3348580,1955788,887702,377670,2081423
dakshindinajpur,1622351,989177,509236,165201,947659
