Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
hoshiarpur,1665221,1316682,408156,82761,1179062
bathinda,1553016,1034582,486062,101403,968413
nawanshahr,0,0,0,0,0
sangrur,1449721,975496,389332,53163,1021672
faridkot,668876,455630,196632,33645,439484
kapurthala,860498,648378,260835,39430,560305
moga,1073065,742111,306484,53020,717920
firozpur,2254015,1521492,683534,159585,1411185
amritsar,2138775,1612291,696339,106796,1336856
mansa,832048,526239,261853,108530,466691
patiala,1932040,1380999,557705,87794,1288792
ludhiana,3866837,3005293,1211991,180514,2479407
fatehgarhsahib,647868,491478,200803,20529,427862
gurdaspur,2444923,1873469,669419,130750,1645562
jalandhar,2371190,1843475,760752,90451,1520528
muktsar,1000641,644202,304184,50439,647754
rupnagar,486270,376421,117710,38945,338700
