Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,1075008,837130,295208,393474,413675
una,579147,475112,146459,79665,355545
sirmaur,586229,440535,207585,126222,262445
lahul&spiti,30451,22011,12888,7093,12362
kullu,482213,366476,215480,100369,171502
kangra,1642647,1329004,298920,464394,899964
bilaspur,413615,334580,98618,156294,177433
chamba,564133,392376,113820,253875,221347
hamirpur,486741,406752,130746,143107,216804
shimla,884877,702022,316084,183079,406236
solan,643601,512010,259533,72234,317587
kinnaur,88424,67719,51918,11193,26116
