Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
gandhinagar,1385914,1014334,453473,83406,848783
ahmadabad,7060525,5273170,2272638,256774,4530814
sabarkantha,2391540,1532337,780692,288601,1322042
porbandar,580395,385140,193134,36274,350878
dohad,2072031,954412,547413,430954,1092808
patan,1326690,810266,440882,111192,773728
rajkot,3735752,2646499,1297564,155622,2281974
panchmahals,2351437,1392683,677988,406785,1266423
surendranagar,1730522,1057439,578469,136978,1014919
bharuch,1531962,1091240,520543,100638,910683
junagadh,2712058,1793996,925669,184169,1601286
mahesana,2014430,1467778,695323,117524,1199745
valsad,1673579,1131526,569462,163913,940008
kheda,2270707,1612925,719311,212041,1338583
surat,5962841,4412116,2359090,152854,3448761
jamnagar,2133059,1361561,710888,124503,1297649
narmada,582229,357392,192085,98899,291210
kachchh,2034834,1196608,665218,90956,1277585
bhavnagar,2836390,1827617,968701,158975,1708087
vadodara,4110019,2818487,1343963,331115,2434792
thedangs,223748,134720,85868,29578,108284
amreli,1501709,972708,522921,128262,850430
banaskantha,3052601,1622325,992273,238917,1819870
navsari,1319294,981932,504438,82446,732295
anand,2067868,1511099,682428,155949,1229146
