Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1820697,1126394,557557,212692,1051980
bharatpur,2806658,1747388,764937,436600,1607161
sawaimadhopur,1460336,889398,447113,199116,819044
churu,2099963,1214647,649914,278527,1171632
alwar,4071146,2642906,1315878,538307,2225131
jaipur,7443388,5125974,2348967,487138,4612459
pali,2155778,1259833,654202,253824,1248549
chittaurgarh,1429066,829285,614911,131052,683418
jhunjhunun,2258316,1494037,648647,321669,1289784
rajsamand,1252014,727004,415649,230144,616336
bikaner,2808930,1651375,903558,302548,1606870
banswara,1966628,1037949,549908,538189,928938
jaisalmer,769123,381568,187688,158071,431875
jhalawar,1542942,852895,519085,244642,780799
sikar,2896314,1850310,733837,338492,1825381
sirohi,1143576,542781,353725,110999,679715
dhaulpur,1336490,833530,342474,235925,758906
karauli,1601085,927232,486769,232506,886354
tonk,1539388,905808,535357,183222,823443
dungarpur,1554688,862713,192933,544521,850552
jodhpur,4167280,2520394,1192134,543540,2440497
jalor,2054467,1038894,754763,243824,1059244
udaipur,3312234,1776960,876362,652650,1794702
hanumangarh,1918880,1178969,734129,229270,965334
nagaur,3611283,2055014,1065579,546170,2012456
baran,1337696,820413,393603,229756,717130
kota,2175929,1503046,676672,204066,1300609
bhilwara,2634020,1536658,949241,325859,1365370
bundi,1193406,676329,392231,172535,628910
ganganagar,2065701,1326734,755289,273449,1049989
ajmer,2810639,1744771,905146,264653,1643110
barmer,2997340,1363927,773978,639796,1622564
