Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,1042097,786511,290419,344483,419379
una,553550,441198,141201,80176,333317
sirmaur,561369,405290,201608,107177,256937
lahul&spiti,30923,21940,13828,5611,12322
kullu,462699,340010,205941,88692,170347
kangra,1584461,1250335,305257,417005,871483
bilaspur,399738,313582,100642,130423,176854
chamba,544365,361387,116275,216140,222924
hamirpur,472772,385136,128757,130682,215095
shimla,853780,662221,314227,152300,396147
solan,615677,474430,241427,75263,301625
kinnaur,86553,64616,49651,10429,26844
