Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
bijapur,2302609,1392709,836650,168060,1302366
davanagere,1994410,1399622,728729,175930,1089986
gadag,1094079,752210,434448,73265,586410
bellary,2596859,1589230,1026353,157123,1413395
mysore,3118443,2139257,1133836,248875,1736720
shimoga,1787235,1327841,673985,127800,985846
raichur,2014097,1094770,791485,174258,1053510
kolar,1321927,926629,495461,114620,712290
dharwad,1926780,1411961,725577,92834,1109073
bangalore,10804448,8602104,4461157,482588,5885840
dakshinakannada,2150923,1758813,937575,77670,1138024
haveri,1648556,1173254,624952,125980,898387
bidar,1768663,1142676,596714,156786,1018105
gulbarga,2417707,1468825,799929,219531,1399214
tumkur,2707925,1909925,1087019,279151,1341789
kodagu,556318,425466,262204,20618,273630
chitradurga,1704444,1170910,697644,204454,804922
uttarakannada,1463217,1141806,511979,105891,846312
hassan,1793183,1285321,767925,148125,877663
koppal,1453977,916213,537110,151288,765801
chamarajanagar,1037999,612471,395852,97169,545880
belgaum,4963548,3320081,1798332,381019,2784362
mandya,1818582,1216795,724937,156068,937709
chikmagalur,1137079,849113,496818,84866,557437
udupi,1197629,964309,472905,49521,676628
bangalorerural,817522,603257,323571,53938,440656
bagalkot,1967577,1231906,715240,137087,1117435
