Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
bijapur,2218314,1294668,784793,167779,1266953
davanagere,1961666,1338222,712889,172027,1076815
gadag,1074316,717108,427085,72600,574642
bellary,2499769,1475428,988016,150635,1361122
mysore,3039733,2019514,1099083,237603,1703318
shimoga,1764172,1284265,659779,127806,976697
raichur,1956831,1016693,747193,176365,1034685
kolar,1461298,985432,553228,126746,781462
dharwad,1873234,1337437,702303,93533,1077593
bangalore,10000712,7859277,4049639,417685,5539895
dakshinakannada,2109877,1696599,922111,81343,1107082
haveri,1614453,1113957,609522,127399,877744
bidar,1724814,1074995,566357,152800,1006463
gulbarga,2515798,1441055,829201,234776,1452106
tumkur,2688593,1845014,1081286,277190,1330127
kodagu,555118,417031,259898,20328,274929
chitradurga,1674318,1114547,677386,194090,803552
uttarakannada,1445799,1101515,502821,108759,834491
hassan,1781991,1244959,757531,150163,874445
koppal,1410952,843324,517584,148198,745230
chamarajanagar,1026495,580591,386163,99235,541349
belgaum,4840187,3138886,1755522,374422,2710287
mandya,1810030,1171609,718230,156360,935475
chikmagalur,1137667,828475,485696,85318,567227
udupi,1184078,938887,463889,52331,668263
bangalorerural,929379,658984,366458,64114,499015
bagalkot,1915345,1151586,689111,140128,1086713
