Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
hoshiarpur,1619844,1248505,409785,86166,1125424
bathinda,1456773,921494,466695,99042,891918
nawanshahr,0,0,0,0,0
sangrur,1563776,990597,449058,61687,1058178
faridkot,639021,411533,193054,32190,414054
kapurthala,834295,606314,253543,37406,543368
moga,1028176,674514,305566,53743,670242
firozpur,2122589,1345821,645495,147070,1330112
amritsar,2333266,1653317,746920,119810,1466969
mansa,795857,464852,253362,92039,451972
patiala,1911182,1314533,564919,88977,1258017
ludhiana,3651998,2742271,1169524,160005,2324027
fatehgarhsahib,620162,452940,196216,21323,403044
gurdaspur,2360043,1733069,644121,131098,1585082
jalandhar,2268014,1713782,719235,87224,1461724
muktsar,942962,573022,294362,49101,600036
rupnagar,591259,444100,156701,39242,398889
