Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
medak,3151589,1810208,1239405,250781,1661782
vizianagaram,2373818,1321424,965819,190194,1222138
chittoor,4311822,2835690,1737543,255962,2320893
eastgodavari,5232672,3448291,1790218,351848,3091083
nizamabad,2616476,1514026,1082571,210644,1323262
guntur,5022249,3131098,2182924,263045,2580075
anantapur,4223471,2501713,1747764,373115,2102986
cuddapah,0,0,0,0,0
srikakulam,2754844,1590448,956878,361202,1436795
warangal,3596737,2231070,1495639,256306,1846911
khammam,2866442,1757903,1274467,191045,1403538
westgodavari,3977906,2713377,1568284,234988,2175592
mahbubnagar,4230341,2179731,1929512,247956,2063214
hyderabad,3978046,2974105,1115973,466760,2478426
karimnagar,3866038,2403152,1631968,297480,1936806
krishna,4621232,3166903,1799314,316234,2506428
prakasam,3505958,2032860,1514096,238978,1753205
visakhapatnam,4438466,2767377,1538271,449755,2454567
nalgonda,3564480,2141636,1553687,238018,1776280
rangareddi,0,0,0,0,0
kurnool,4225327,2320296,1842854,280668,2102063
adilabad,2822121,1617193,1117605,272965,1433812
nellore,0,0,0,0,0
