Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1565344,871847,487025,166129,911916
bharatpur,2451961,1386013,668753,354480,1428353
sawaimadhopur,1288675,689795,407649,145972,734173
churu,2015869,1124113,619968,272833,1123045
alwar,3526450,2021606,1128939,525434,1870520
jaipur,6324993,4009421,1954637,376010,3993423
pali,1992125,1022974,586762,230639,1174567
chittaurgarh,1593009,818859,674493,152228,766212
jhunjhunun,2090379,1323804,571848,294249,1223931
rajsamand,1120498,580615,343305,173707,601588
bikaner,2206347,1154478,699750,210439,1295498
banswara,1733973,758153,540237,322835,862402
jaisalmer,633917,283549,170689,99439,362390
jhalawar,1361612,698867,459315,197949,704056
sikar,2594448,1578916,685135,296307,1612736
sirohi,996324,452718,298443,104802,592914
dhaulpur,1158137,630823,308186,194584,655215
karauli,1404747,761867,420341,175761,807822
tonk,1376676,695015,480803,142830,752559
dungarpur,1327179,620278,226583,385023,709248
jodhpur,3510981,1863656,1006642,395692,2107114
jalor,1745539,758183,626468,232837,885604
udaipur,2975995,1510983,801695,505040,1667147
hanumangarh,1720097,981313,608615,180350,929266
nagaur,3193594,1652404,955758,403496,1832027
baran,1179593,648160,347085,179736,652261
kota,1867697,1224495,542090,159668,1164957
bhilwara,2323825,1158818,858263,243756,1220650
bundi,1079525,552078,349309,162107,568055
ganganagar,1931829,1143820,652785,217379,1059110
ajmer,2497263,1447268,797908,212879,1486055
barmer,2461187,1124582,728710,404497,1321445
