Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
bijapur,2137104,1203530,736150,167498,1232502
davanagere,1929460,1279515,697393,168210,1063804
gadag,1054911,683645,419847,71942,563111
bellary,2406310,1369775,951110,144414,1310781
mysore,2963010,1906473,1065395,226841,1670558
shimoga,1741407,1242118,645872,127811,967633
raichur,1901193,944185,705378,178497,1016196
kolar,1615363,1047967,617729,140154,857353
dharwad,1821177,1266847,679776,94237,1047006
bangalore,9256765,7180595,3676081,361511,5214283
dakshinakannada,2069614,1636586,906903,85190,1076981
haveri,1581056,1057658,594473,128834,857576
bidar,1682053,1011322,537544,148914,994953
gulbarga,2617868,1413810,859544,251079,1506998
tumkur,2669400,1782309,1075583,275243,1318566
kodagu,553920,408763,257612,20042,276234
chitradurga,1644725,1060897,657716,184253,802185
uttarakannada,1428589,1062645,493827,111704,822835
hassan,1770868,1205864,747277,152229,871239
koppal,1369200,776235,498767,145171,725213
chamarajanagar,1015118,550370,376711,101345,536856
belgaum,4719891,2967580,1713731,367939,2638184
mandya,1801517,1128100,711586,156653,933247
chikmagalur,1138255,808338,474823,85772,577189
udupi,1170681,914135,455045,55299,660001
bangalorerural,1056541,719858,415030,76211,565102
bagalkot,1864500,1076503,663936,143236,1056836
