Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
coimbatore,2982500,2438892,1222907,110094,1650343
dindigul,2342646,1736170,1058029,150141,1134902
dharmapuri,963059,645750,429420,54957,480474
pudukkottai,1739630,1279264,730528,105742,913672
thenilgiris,717231,590522,325276,29553,363676
kanniyakumari,2019669,1742859,633846,157072,1236764
salem,3850206,2772530,1793860,110025,1965455
erode,2046311,1472493,985846,67825,996526
viluppuram,3856970,2681412,1365309,555147,1946280
ramanathapuram,1483128,1171614,526813,143451,815009
nagapattinam,1712231,1391905,499020,255022,975279
namakkal,1911130,1414240,890460,51611,980720
kancheepuram,5033521,4083432,1809613,376165,2855370
karur,1165069,865547,557886,26614,587518
virudhunagar,2088240,1617557,892104,109937,1088124
vellore,4293235,3258933,1509037,394035,2395948
sivaganga,1484846,1153518,502321,212058,778326
chennai,4871390,4118004,1810882,302749,2811482
thiruvarur,1335175,1075715,431244,147472,757870
theni,1364654,1020531,574426,73788,717313
madurai,3408306,2701697,1361799,217192,1834232
thoothukkudi,1886554,1527104,710380,90952,1085879
cuddalore,2856664,2155253,921816,413986,1529502
tirunelveli,3351421,2647324,1388759,168405,1795253
perambalur,621416,454785,280628,45726,295412
ariyalur,799443,557676,287684,83220,430295
tiruvannamalai,2680889,1906253,1082013,294157,1306283
thiruvallur,4607564,3701621,1631427,395909,2596067
tiruchirappalli,2957488,2341361,1205581,128204,1626807
thanjavur,2548302,2050446,899196,134576,1516459
